acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre
0.321,0.671,201305,0.406,0.000324,C#,0.11,-8.863,Major,0.0766,91.04,0.409,
0.465,0.727,184362,0.618,0,A#,0.261,-5.888,Minor,0.305,146.268,0.301,
0.0637,0.837,313987,0.538,0,C,0.0791,-8.921,Major,0.288,109.943,0.318,
0.0495,0.833,258688,0.874,0,G#,0.345,-9.426,Major,0.155,102.866,0.414,
0.443,0.82,231240,0.809,0.00175,E,0.0613,-6.759,Minor,0.251,83.011,0.737,
0.469,0.764,186403,0.784,0,A#,0.123,-4.003,Minor,0.0833,144.981,0.51,
0.00545,0.885,121704,0.787,0,C#,0.0669,-6.962,Major,0.321,146.066,0.342,
0.0913,0.901,152373,0.513,0,C#,0.267,-10.029,Major,0.305,91.477,0.628,
0.0136,0.772,293387,0.719,0,A,0.331,-7.04,Minor,0.21,138.031,0.343,
0.0712,0.553,329707,0.596,0,E,0.0901,-10.368,Minor,0.167,79.977,0.325,
0.354,0.852,140187,0.721,0.000645,D#,0.11,-7.4,Minor,0.0751,136.07,0.803,
0.238,0.79,161653,0.793,2.14E-06,G,0.305,-4.138,Major,0.2,85.006,0.584,
0.0283,0.849,195400,0.536,0.45,A,0.0659,-5.596,Minor,0.0582,137.068,0.89,
0.127,0.643,254653,0.73,0,B,0.217,-7.437,Minor,0.313,131.895,0.276,
0.079,0.904,223053,0.783,0,C,0.149,-4.475,Major,0.145,114.952,0.176,
0.181,0.92,206267,0.731,0,E,0.121,-4.996,Minor,0.274,132.086,0.476,
0.0411,0.615,223147,0.648,0,F,0.277,-3.792,Minor,0.22,169.912,0.26,
0.0189,0.336,173933,0.614,1.08E-06,C,0.135,-8.139,Minor,0.375,190.981,0.253,
0.0506,0.793,207682,0.455,0,F,0.115,-7.195,Minor,0.368,125.921,0.145,
0.199,0.845,196465,0.859,0,B,0.348,-4.433,Minor,0.161,103.065,0.43,
0.0859,0.845,229840,0.701,0.00232,G#,0.494,-5.111,Minor,0.209,91.851,0.647,
0.0846,0.816,188960,0.384,0,G#,0.109,-9.888,Major,0.0572,158.257,0.893,
0.0118,0.743,131396,0.804,0,A#,0.0935,-7.652,Minor,0.3,94.982,0.61,
0.0768,0.827,259493,0.728,0,D,0.237,-3.912,Major,0.307,90.872,0.692,
0.526,0.711,248200,0.733,0,C,0.0675,-4.96,Minor,0.34,172.925,0.87,
0.139,0.725,181867,0.659,0,A,0.106,-4.537,Major,0.246,160.062,0.56,
0.0252,0.806,198110,0.77,0,C#,0.0645,-6.464,Minor,0.19,152.094,0.406,
0.0641,0.71,226733,0.486,0,B,0.112,-6.221,Minor,0.251,133.284,0.17,
0.0172,0.724,217984,0.691,1.68E-05,F#,0.194,-5.665,Minor,0.0324,126.002,0.236,
0.796,0.763,174222,0.444,0,G#,0.104,-7.635,Major,0.0356,135.03,0.603,
0.0639,0.666,350219,0.62,1.41E-06,C,0.116,-9.871,Major,0.343,129.937,0.12,
0.333,0.676,170507,0.619,0,F#,0.165,-6.89,Major,0.0633,96.045,0.309,
0.061,0.787,300000,0.743,0,C#,0.294,-4.206,Major,0.0642,102.076,0.454,
0.063,0.688,192253,0.631,0,A,0.108,-5.612,Major,0.13,186.066,0.854,
0.0613,0.568,242053,0.609,9.11E-06,F,0.0954,-7.698,Minor,0.279,143.351,0.396,
0.045,0.8,290693,0.619,0,E,0.0681,-8.943,Major,0.168,132.008,0.585,
0.00195,0.541,178507,0.563,0.111,B,0.193,-6.75,Major,0.0737,115.297,0.105,
0.18,0.676,211493,0.762,0,D,0.784,-7.483,Major,0.313,81.745,0.648,
0.218,0.786,321467,0.672,1.29E-05,C#,0.533,-6.354,Major,0.133,143.984,0.16,
0.135,0.677,297760,0.712,0,C,0.135,-7.53,Minor,0.244,92.973,0.647,
0.19,0.902,236120,0.653,0.000983,E,0.0895,-5.425,Minor,0.284,94.069,0.863,
0.0244,0.746,222093,0.873,0,G,0.354,-3.803,Major,0.128,148.075,0.817,
0.409,0.594,277813,0.769,0,A,0.0814,-7.959,Minor,0.1,139.938,0.564,
0.294,0.76,161990,0.476,0,G#,0.1,-8.103,Major,0.241,147.01,0.354,
0.118,0.659,239599,0.439,0,C,0.12,-11.027,Major,0.0795,121.797,0.0864,
0.044,0.804,251859,0.774,1.38E-06,E,0.217,-5.79,Minor,0.0638,161.955,0.493,
0.459,0.669,174867,0.735,0,A#,0.103,-7.264,Major,0.329,117.284,0.723,
0.267,0.875,240682,0.644,0,C#,0.125,-6.554,Major,0.222,139.086,0.788,
0.143,0.971,172609,0.621,3.22E-06,B,0.108,-5.447,Major,0.237,128.053,0.445,
0.00902,0.821,185261,0.72,7.07E-06,A#,0.158,-4.606,Minor,0.222,150.039,0.285,
0.0301,0.964,218261,0.555,0.000567,F,0.128,-6.245,Minor,0.0499,130.017,0.338,
0.216,0.817,254653,0.662,0.000501,F,0.241,-6.338,Minor,0.221,94.967,0.71,
0.0868,0.872,244195,0.756,2.80E-06,A,0.121,-5.786,Minor,0.0875,120.01,0.474,
0.138,0.925,265867,0.56,1.19E-05,G#,0.0861,-3.795,Minor,0.0436,92.895,0.966,
0.188,0.697,210800,0.783,0,A#,0.127,-5.932,Minor,0.408,81.013,0.537,
0.0996,0.591,283733,0.934,1.81E-06,D#,0.348,-4.389,Major,0.437,155.968,0.452,
0.00552,0.745,237240,0.346,0,C#,0.0881,-7.709,Major,0.331,203.911,0.112,
0.00247,0.539,93840,0.804,0.000185,A#,0.463,-5.504,Minor,0.172,85.752,0.798,
0.154,0.697,205027,0.663,0,A#,0.282,-6,Minor,0.0512,134.108,0.548,
0.674,0.746,48423,0.338,0.000375,B,0.529,-13.472,Minor,0.109,120.053,0.469,
0.247,0.623,251640,0.612,1.07E-06,C,0.776,-4.033,Major,0.039,72.498,0.666,
0.323,0.767,258639,0.709,0,C#,0.0676,-4.47,Major,0.336,171.993,0.72,
0.0473,0.713,221600,0.886,0,A#,0.168,-3.879,Minor,0.12,140.032,0.775,
0.0215,0.688,192191,0.702,0,G,0.128,-4.792,Minor,0.0499,94.006,0.74,
0.0375,0.877,163520,0.546,1.05E-05,C#,0.108,-4.953,Major,0.158,141.016,0.624,
0.00507,0.866,90734,0.723,4.27E-06,A,0.317,-6.233,Major,0.189,135.218,0.828,
0.17,0.775,95806,0.877,0,G#,0.206,-4.94,Major,0.219,123.981,0.498,
0.00603,0.809,169707,0.636,0.0264,C#,0.274,-5.923,Minor,0.217,102.012,0.569,
0.0164,0.724,332733,0.853,0,B,0.65,-3.895,Minor,0.283,170.51,0.775,
0.0798,0.731,303040,0.857,8.80E-06,A,0.0772,-13.358,Major,0.19,95.879,0.691,
0.0265,0.686,166480,0.694,0,B,0.115,-5.502,Major,0.304,144.986,0.292,
0.00652,0.459,221232,0.925,0,C#,0.0622,-4.207,Major,0.232,150.632,0.354,
0.509,0.544,329467,0.388,0,B,0.0443,-9.808,Minor,0.046,136.153,0.172,
0.228,0.601,265768,0.538,0,A,0.0543,-5.601,Major,0.0654,148.852,0.227,
0.597,0.888,173674,0.621,0,F,0.0984,-3.089,Major,0.249,143.948,0.458,
0.588,0.681,227655,0.333,0,A,0.086,-8.582,Major,0.0974,118.05,0.564,
0.0996,0.638,272693,0.813,0,E,0.112,-3.892,Minor,0.0911,143.921,0.16,
0.031,0.836,211893,0.703,0,C,0.124,-4.731,Major,0.106,144.959,0.211,
0.188,0.61,241607,0.785,0,A,0.0991,-6.273,Minor,0.187,100.736,0.42,
0.00141,0.734,242467,0.589,0,A#,0.363,-6.064,Minor,0.0405,128.034,0.22,
0.0168,0.716,196086,0.738,0,C,0.116,-5.967,Minor,0.0815,110.121,0.519,
0.119,0.879,227280,0.689,0,A#,0.249,-6.43,Major,0.108,95.034,0.736,
0.194,0.672,213659,0.452,0,C,0.251,-7.947,Major,0.0738,82.012,0.514,
0.00254,0.762,189848,0.675,0,A#,0.109,-6.606,Minor,0.236,131.997,0.493,
0.362,0.707,234893,0.538,0,C,0.317,-5.264,Major,0.505,121.732,0.439,
0.277,0.844,268827,0.807,2.00E-05,C#,0.155,-8.198,Major,0.233,85.984,0.618,
0.0366,0.941,263373,0.631,1.80E-06,C#,0.0311,-5.998,Minor,0.114,128.597,0.63,
0.12,0.554,260026,0.619,0,F#,0.341,-10.628,Minor,0.269,95.919,0.281,
0.537,0.419,199610,0.66,2.49E-05,F,0.104,-6.856,Major,0.283,86.052,0.733,
0.00719,0.81,281653,0.745,2.10E-05,A#,0.321,-5.431,Minor,0.0975,87.019,0.388,
0.114,0.653,204000,0.78,3.23E-06,F,0.117,-7.253,Minor,0.0663,179.928,0.26,
0.138,0.722,152555,0.64,0,C,0.13,-5.999,Major,0.169,150.03,0.128,
0.179,0.884,297377,0.406,0,C#,0.106,-7.202,Major,0.2,130.027,0.163,
0.0896,0.74,164469,0.53,0,C#,0.303,-8.644,Minor,0.278,139.812,0.255,
0.192,0.861,227120,0.713,0,C#,0.173,-5.205,Minor,0.116,112.024,0.565,
0.0505,0.719,144627,0.617,0,B,0.0716,-6.882,Minor,0.036,146.015,0.0626,
0.229,0.717,183500,0.574,0,A#,0.114,-10.902,Minor,0.356,100.015,0.353,
0.125,0.75,166712,0.6,0,C#,0.365,-8.392,Major,0.302,130.899,0.282,
0.17,0.801,227115,0.679,7.22E-06,E,0.181,-8.733,Minor,0.0527,130.017,0.487,
0.202,0.703,225653,0.782,0,F,0.476,-4.16,Major,0.141,91.029,0.862,
0.15,0.585,185218,0.579,0,A#,0.111,-9.387,Minor,0.447,120.838,0.281,
0.0133,0.678,240267,0.658,0,D,0.343,-6.347,Major,0.135,79.044,0.242,
0.215,0.794,112547,0.364,0,D,0.0987,-13.181,Major,0.373,144.982,0.159,
0.185,0.45,202827,0.465,0,G,0.0782,-7.867,Minor,0.268,70.231,0.788,
0.227,0.88,283053,0.813,0.013,C#,0.0581,-5.589,Major,0.269,94.071,0.603,
0.0364,0.749,271080,0.839,0,C#,0.134,-9.173,Minor,0.231,87.587,0.64,
0.23,0.578,182693,0.753,0,D,0.159,-4.256,Minor,0.235,149.972,0.409,
0.177,0.815,210880,0.72,7.31E-06,G,0.16,-7.311,Major,0.0536,89.916,0.946,
0.00117,0.616,234693,0.862,0,G,0.179,-5.18,Minor,0.0973,127.992,0.569,
0.0117,0.73,170920,0.465,0,C#,0.28,-6.29,Major,0.278,148.028,0.367,
0.651,0.612,181120,0.442,0,F#,0.26,-8.874,Major,0.289,119.235,0.253,
0.0671,0.494,202515,0.802,0,E,0.176,-5.08,Minor,0.412,96.703,0.453,
0.19,0.702,258166,0.891,0,G#,0.154,-3.28,Minor,0.361,78.876,0.517,
0.201,0.768,207513,0.691,0,B,0.182,-8.044,Minor,0.206,124.987,0.326,
0.018,0.72,185344,0.579,0,C#,0.134,-7.299,Major,0.167,166.002,0.199,
0.0596,0.832,170707,0.743,0,C#,0.257,-6.706,Major,0.228,100.004,0.522,
0.128,0.726,151615,0.597,0.0326,G,0.131,-8.574,Major,0.145,83.021,0.367,
0.0547,0.823,198800,0.547,0,E,0.229,-6.928,Minor,0.297,77.791,0.483,
0.00262,0.787,247128,0.547,7.86E-05,D,0.291,-9.634,Major,0.0486,138.982,0.37,
0.07,0.923,181739,0.599,1.23E-06,F#,0.0951,-4.888,Major,0.238,138.024,0.667,
0.494,0.796,220080,0.555,0,G,0.317,-7.295,Minor,0.0583,114.855,0.889,
0.00274,0.741,266879,0.673,5.85E-05,G#,0.315,-4.654,Major,0.062,107.084,0.163,
0.0322,0.623,309040,0.487,0,C#,0.146,-7.954,Major,0.113,138.893,0.507,
0.0155,0.838,261640,0.695,0,A,0.273,-7.376,Major,0.277,146.004,0.689,
0.0414,0.573,159010,0.868,0,C,0.337,-4.429,Major,0.144,72.535,0.263,
0.134,0.836,215107,0.489,0,C,0.0805,-10.484,Major,0.306,147.055,0.732,
0.5,0.837,212453,0.552,0,F,0.102,-7.815,Minor,0.353,118.087,0.483,
0.0161,0.805,234392,0.531,0.000513,C#,0.186,-7.338,Minor,0.0601,122.012,0.612,
0.626,0.738,322160,0.491,0,C#,0.126,-9.726,Minor,0.413,94.378,0.448,
0.272,0.69,242467,0.814,0,A,0.234,-5.752,Minor,0.0329,95.004,0.349,
0.36,0.864,200009,0.587,5.89E-05,E,0.0909,-4.504,Minor,0.0985,96.033,0.539,
0.577,0.59,166087,0.602,6.59E-06,G#,0.643,-8.195,Major,0.413,121.986,0.72,
0.0368,0.794,225120,0.748,0,A#,0.077,-3.894,Minor,0.068,97.049,0.806,
0.343,0.42,162187,0.441,0,C,0.102,-10.115,Minor,0.107,72.549,0.484,
0.00864,0.939,130893,0.4,0.0347,C,0.0756,-8.821,Major,0.22,139.986,0.342,
0.437,0.799,270466,0.468,1.70E-06,A#,0.0778,-10.077,Minor,0.267,117.994,0.344,
0.548,0.763,221493,0.853,0.000119,A#,0.104,-4.321,Minor,0.251,92.485,0.496,
0.0616,0.685,219480,0.895,0,A#,0.928,-6.662,Minor,0.295,93.53,0.331,
0.464,0.633,75800,0.511,0,C,0.0727,-8.1,Minor,0.081,79.001,0.389,
0.0143,0.751,158680,0.69,0,F,0.134,-7.387,Minor,0.0302,120.005,0.409,
0.0167,0.756,138875,0.756,0,F,0.626,-7.152,Major,0.249,140.014,0.477,
0.0302,0.641,262587,0.673,0.000868,F,0.219,-10.72,Minor,0.0918,167.978,0.644,
0.287,0.652,236000,0.942,1.24E-06,F#,0.29,-4.845,Major,0.0471,96.009,0.964,
0.232,0.808,264933,0.504,0,D,0.171,-7.281,Major,0.0805,137.048,0.499,
0.312,0.638,254893,0.968,0,F#,0.401,-2.748,Minor,0.479,85.801,0.691,
0.117,0.674,123000,0.646,0,C,0.104,-9.423,Major,0.4,160.028,0.222,
0.000121,0.562,237533,0.709,0.515,F,0.172,-7.405,Major,0.0813,137.952,0.285,
0.264,0.708,246760,0.806,0,F#,0.163,-4.849,Minor,0.0391,101.783,0.708,
0.0207,0.849,198400,0.38,0,C#,0.0958,-8.788,Major,0.441,155.96,0.423,
0.337,0.637,199747,0.521,0.00786,C#,0.33,-7.437,Major,0.11,139.963,0.0781,
0.101,0.684,229027,0.77,2.65E-06,D,0.0916,-4.986,Major,0.145,171.942,0.512,
0.372,0.601,193734,0.621,0,G#,0.126,-6.821,Minor,0.265,159.892,0.622,
0.0677,0.819,194116,0.386,0.736,C,0.0988,-10.295,Major,0.0751,141.044,0.116,
0.276,0.803,181613,0.637,1.68E-05,E,0.22,-7.191,Minor,0.105,97.032,0.5,
0.00254,0.684,179467,0.772,0,D,0.101,-2.382,Major,0.046,82.492,0.302,
0.0194,0.811,173479,0.532,0.000284,A,0.11,-7.728,Major,0.279,155.021,0.275,
0.535,0.827,310933,0.477,0,G,0.136,-10.408,Minor,0.275,95.03,0.558,
0.277,0.75,263507,0.391,5.99E-06,G#,0.0759,-7.087,Minor,0.0831,146.191,0.711,
0.0348,0.661,144274,0.351,0.000103,C#,0.0868,-14.521,Minor,0.0658,159.988,0.143,
0.106,0.654,216587,0.51,6.42E-05,A,0.345,-7.808,Major,0.211,76.045,0.31,
0.152,0.654,248627,0.439,1.11E-05,A,0.111,-7.114,Minor,0.263,111.358,0.512,
0.0133,0.94,319724,0.526,0,C#,0.157,-5.558,Major,0.166,120.029,0.302,
0.0217,0.796,254000,0.488,0,B,0.0737,-6.699,Minor,0.0894,96.032,0.26,
0.038,0.828,201345,0.442,9.28E-06,D,0.0909,-8.587,Major,0.342,142.06,0.34,
0.0335,0.835,156938,0.734,0,G,0.0512,-4.835,Major,0.108,89.966,0.579,
0.378,0.729,251868,0.79,0,C#,0.119,-4.989,Major,0.198,92.081,0.876,
0.00598,0.854,176885,0.727,0,C#,0.0867,-6.846,Major,0.114,95.986,0.766,
0.309,0.607,279876,0.744,0,C#,0.157,-4.18,Major,0.281,130.386,0.0773,
0.111,0.545,213813,0.862,0,E,0.114,-5.104,Minor,0.119,156.107,0.104,
0.177,0.926,165861,0.614,0,G#,0.152,-9.608,Major,0.251,92.998,0.663,
0.143,0.654,161007,0.583,0.000107,C,0.0985,-12.052,Major,0.0465,128.247,0.796,
0.127,0.705,249573,0.746,7.90E-05,B,0.128,-8.615,Major,0.042,119.566,0.964,
0.416,0.677,139760,0.457,0,A,0.0896,-9.42,Minor,0.24,79.152,0.861,
0.0525,0.561,226987,0.836,0,A,0.136,-3.939,Major,0.1,127.923,0.517,
0.0227,0.769,242250,0.558,0,C#,0.0803,-6.526,Major,0.344,179.993,0.771,
0.0748,0.878,261773,0.607,0,B,0.659,-9.032,Minor,0.149,129.472,0.735,
0.000514,0.744,182934,0.813,0,A,0.0685,-7.401,Major,0.154,108.056,0.149,
0.607,0.507,300853,0.374,2.86E-05,G#,0.106,-14.27,Minor,0.246,110.717,0.0693,
0.471,0.534,288984,0.906,0,C#,0.782,-2.316,Major,0.349,174.058,0.499,
0.151,0.722,309947,0.745,6.26E-06,E,0.337,-6.059,Minor,0.0536,95.021,0.607,
0.168,0.697,293000,0.9,0,G,0.369,-7.036,Major,0.259,102.83,0.551,
0.00144,0.692,258253,0.681,3.06E-06,D,0.0961,-6.311,Major,0.0798,152.064,0.289,
0.148,0.766,267493,0.763,0,B,0.48,-4.882,Minor,0.209,140.546,0.64,
0.221,0.93,195107,0.815,4.09E-06,D,0.0584,-4.801,Major,0.295,107.645,0.528,
0.586,0.732,263347,0.64,1.81E-05,C,0.104,-9.859,Major,0.0378,125.015,0.715,
0.231,0.802,154000,0.664,0,C#,0.348,-4.21,Major,0.32,127.919,0.146,
0.0435,0.899,217200,0.645,0.101,A#,0.358,-11.621,Minor,0.271,110.895,0.348,
0.000235,0.834,230133,0.652,0.0933,C#,0.206,-7.899,Minor,0.18,95.015,0.548,
0.131,0.682,171773,0.595,0,C#,0.178,-5.91,Major,0.0664,73.017,0.408,
0.00369,0.836,258520,0.779,0.000173,G,0.58,-3.829,Major,0.0519,119.908,0.555,
0.0142,0.663,184720,0.555,0.00601,C#,0.423,-6.683,Major,0.061,134.049,0.188,
0.486,0.591,162987,0.758,0,A#,0.165,-6.144,Major,0.393,83.597,0.426,
0.00919,0.639,213677,0.64,0,D,0.169,-4.174,Major,0.205,154.87,0.192,
0.146,0.665,276688,0.872,0,F,0.15,-4.361,Major,0.199,106.035,0.233,
0.218,0.79,239493,0.885,0,G#,0.636,-4.175,Minor,0.0516,114.009,0.63,
0.0649,0.729,93000,0.917,0,C#,0.139,-3.869,Major,0.304,154.91,0.86,
0.0607,0.531,226293,0.665,0,G#,0.131,-6.672,Minor,0.286,73.726,0.8,
0.00822,0.722,190308,0.596,0.000684,C#,0.161,-5.672,Major,0.0409,135.08,0.0799,
0.0228,0.816,193920,0.578,0,A,0.114,-6.912,Major,0.233,148.077,0.265,
0.0066,0.858,210545,0.65,2.07E-06,G#,0.121,-4.919,Major,0.241,147.031,0.653,
0.626,0.548,197822,0.472,0,G#,0.119,-8.343,Major,0.477,82.36,0.138,
0.00654,0.524,317293,0.674,9.30E-05,C#,0.221,-7.038,Minor,0.0895,102.901,0.128,
0.711,0.611,240342,0.466,0.000264,A,0.0847,-11.361,Major,0.372,192.08,0.223,
0.136,0.706,283077,0.745,0,A#,0.268,-5.97,Minor,0.441,91.08,0.598,
0.0511,0.612,391600,0.862,0,D,0.165,-3.732,Major,0.127,133.788,0.304,
0.224,0.547,276016,0.732,1.23E-06,D,0.334,-7.205,Major,0.379,78.978,0.163,
0.465,0.733,343600,0.64,0,A#,0.281,-3.245,Major,0.235,77.994,0.766,
0.0236,0.792,198773,0.6,0,G,0.419,-6.157,Major,0.228,89.985,0.463,
0.00305,0.825,171440,0.598,0,G#,0.125,-7.158,Major,0.0374,108.044,0.375,
0.593,0.795,261410,0.582,0,F#,0.142,-6.442,Major,0.336,82.016,0.329,
0.109,0.651,244307,0.61,1.10E-05,A,0.169,-6.078,Minor,0.312,166.079,0.741,
0.169,0.634,119249,0.88,0,C#,0.474,-1.714,Major,0.293,150.959,0.548,
0.28,0.839,140339,0.678,2.05E-05,G#,0.118,-6.865,Minor,0.148,104.02,0.303,
0.09,0.677,267920,0.798,2.91E-06,D,0.156,-5.01,Major,0.0631,103.024,0.332,
0.197,0.5,239467,0.622,0,C#,0.116,-7.282,Major,0.619,165.503,0.252,
0.217,0.815,196573,0.768,1.69E-06,F#,0.0632,-6.276,Minor,0.171,93.971,0.667,
0.00857,0.825,214547,0.745,0,G,0.0893,-7.273,Major,0.109,169.836,0.542,
0.0469,0.696,211909,0.801,0,F,0.502,-5.641,Minor,0.0952,93.003,0.536,
0.255,0.441,434960,0.403,1.27E-05,D,0.13,-11.18,Minor,0.147,139.92,0.158,
0.0977,0.709,182187,0.726,0,G,0.301,-7.129,Major,0.0411,92.006,0.404,
0.319,0.656,181441,0.698,2.20E-05,C#,0.252,-7.322,Major,0.0967,90.008,0.165,
0.201,0.606,283600,0.663,0.22,G,0.227,-7.239,Major,0.378,85.7,0.517,
0.0315,0.724,180560,0.45,1.36E-05,E,0.111,-5.763,Minor,0.0496,140.981,0.464,
0.114,0.873,161384,0.5,1.05E-05,A#,0.132,-7.3,Minor,0.679,155.07,0.529,
0.119,0.905,89208,0.817,0,C#,0.15,-4.26,Major,0.397,140.083,0.8,
0.00262,0.748,275307,0.733,0,E,0.252,-5.931,Minor,0.0406,139.975,0.263,
0.0915,0.815,248493,0.662,0.000409,F#,0.0898,-8.244,Major,0.199,151.518,0.611,
0.111,0.9,181844,0.439,0,C#,0.0964,-6.505,Major,0.241,101.982,0.21,
0.377,0.724,195837,0.675,0,B,0.0631,-6.611,Minor,0.356,130.003,0.398,
0.0147,0.673,237240,0.683,0,C,0.0596,-4.436,Major,0.196,158.026,0.417,
0.057,0.642,194427,0.673,0,C#,0.0899,-7.104,Major,0.0975,74.979,0.233,
0.34,0.713,268960,0.91,0,A#,0.304,-5.586,Minor,0.282,83.028,0.51,
0.264,0.528,256013,0.708,0,G,0.308,-5.879,Minor,0.207,97.8,0.781,
0.023,0.775,205539,0.6,1.85E-05,C,0.125,-8.792,Major,0.0857,148.032,0.544,
0.485,0.77,178605,0.824,0,C#,0.318,-6.491,Minor,0.0851,172.006,0.49,
0.0384,0.512,269703,0.881,0,G,0.269,-5.102,Major,0.417,77.511,0.446,
0.663,0.414,129698,0.473,0.0523,B,0.128,-8.911,Minor,0.116,100,0.409,
0.104,0.6,192360,0.982,0,E,0.343,-2.996,Minor,0.201,110.015,0.277,
0.0888,0.88,121987,0.539,0.000412,G,0.112,-7.057,Major,0.254,146.995,0.433,
0.00909,0.498,212080,0.78,0.16,A,0.25,-4.947,Major,0.201,156.772,0.657,
0.000953,0.892,282733,0.437,0.00849,D,0.183,-6.752,Major,0.0849,122.229,0.147,
0.00796,0.759,309760,0.578,8.18E-05,F#,0.0605,-12.56,Minor,0.0468,105.598,0.944,
0.25,0.568,198067,0.764,0.0171,G#,0.116,-6.5,Major,0.19,122.752,0.251,
0.365,0.754,185041,0.542,0,C#,0.077,-6.644,Major,0.166,139.993,0.418,
0.0425,0.901,170787,0.61,0,B,0.109,-8.018,Major,0.385,131,0.559,
0.0471,0.7,258680,0.518,0,E,0.1,-7.191,Minor,0.177,75.973,0.542,
0.0856,0.72,298053,0.734,0,F#,0.303,-4.515,Major,0.0316,115.999,0.37,
0.548,0.838,268667,0.505,0.00127,C#,0.211,-9.354,Major,0.383,110.029,0.407,
0.00457,0.334,206605,0.81,0,A,0.158,-4.855,Minor,0.0632,151.643,0.306,
0.416,0.823,187453,0.419,0,A#,0.105,-10.358,Minor,0.165,119.958,0.277,
0.0397,0.646,323133,0.699,3.15E-05,A,0.154,-8.122,Minor,0.0669,91.44,0.53,
0.695,0.651,292381,0.526,0,G#,0.386,-10.886,Major,0.356,95.049,0.509,
0.00213,0.924,185391,0.55,4.34E-05,D,0.101,-6.402,Major,0.252,139.992,0.298,
0.275,0.389,223412,0.559,0.000389,E,0.0929,-9.53,Minor,0.126,77.868,0.0686,
0.0113,0.697,280541,0.873,0,B,0.159,-7.467,Minor,0.414,115.843,0.627,
0.0698,0.706,231093,0.727,5.31E-06,F,0.115,-8.06,Major,0.0317,92.938,0.903,
0.112,0.804,188733,0.745,0,E,0.0924,-5.805,Minor,0.0744,95.024,0.512,
0.0698,0.441,180480,0.596,1.48E-06,G,0.16,-7.012,Major,0.111,139.778,0.138,
0.00126,0.701,239280,0.71,0,A,0.32,-5.209,Major,0.068,143.971,0.138,
0.0192,0.818,148000,0.761,0.000926,C#,0.0789,-6.73,Major,0.148,159.995,0.335,
0.0789,0.682,232960,0.799,7.10E-06,F#,0.107,-6.16,Major,0.0718,105.021,0.038,
0.00664,0.496,316004,0.554,0,C#,0.111,-8.487,Major,0.365,80,0.328,
0.00882,0.831,159358,0.504,0,E,0.104,-5.846,Minor,0.0532,92.54,0.26,
0.343,0.69,225333,0.651,9.56E-05,A,0.178,-7.86,Major,0.101,79.305,0.691,
0.687,0.484,326533,0.375,3.29E-05,G,0.105,-8.957,Major,0.364,83.997,0.514,
0.577,0.843,176000,0.559,2.35E-05,F#,0.105,-7.876,Major,0.0592,133.02,0.42,
0.00326,0.683,86021,0.59,0,F,0.236,-5.12,Minor,0.161,159.998,0.316,
0.0614,0.677,226920,0.714,0,A#,0.122,-4.982,Minor,0.221,147.911,0.845,
0.191,0.518,183864,0.792,0,C#,0.123,-5.323,Major,0.359,78.885,0.625,
0.265,0.777,187383,0.647,0,E,0.0771,-6.802,Minor,0.328,82.718,0.606,
0.202,0.619,286107,0.738,2.84E-06,F,0.513,-7.559,Major,0.218,139.639,0.354,
0.268,0.864,178000,0.759,0,D,0.0972,-1.741,Minor,0.0797,129.992,0.341,
0.0452,0.759,155000,0.596,0,C#,0.0917,-8.563,Major,0.464,149.125,0.567,
0.0316,0.808,222190,0.752,2.50E-05,G,0.405,-5.024,Minor,0.0733,113.993,0.568,
0.00807,0.761,110420,0.684,0,C#,0.117,-8.797,Major,0.0819,87.015,0.184,
0.00763,0.803,289907,0.806,0.00536,C,0.101,-7.805,Major,0.265,94.993,0.618,
0.121,0.672,240093,0.543,8.05E-05,F#,0.331,-7.07,Major,0.0335,90.025,0.198,
0.484,0.696,162987,0.597,0,E,0.138,-7.676,Major,0.248,75.997,0.264,
0.116,0.685,204520,0.859,0,F,0.317,-2.595,Minor,0.0553,176.018,0.891,
0.278,0.765,153351,0.542,1.87E-05,C#,0.609,-6.755,Major,0.39,171.945,0.734,
0.0985,0.801,203333,0.904,0.000258,G,0.0904,-3.154,Minor,0.0556,113.29,0.572,
0.303,0.763,277686,0.822,0,A#,0.0989,-5.992,Minor,0.126,120.998,0.532,
0.00721,0.898,192640,0.428,0.13,A,0.0975,-7.465,Major,0.0813,99.997,0.501,
0.849,0.7,406467,0.414,0.0606,C,0.107,-10.864,Major,0.0373,60.479,0.444,
0.308,0.684,100009,0.785,2.69E-05,B,0.15,-3.903,Major,0.274,143.84,0.486,
0.267,0.665,190853,0.804,0,C,0.205,-4.513,Major,0.209,135.005,0.35,
0.0317,0.822,210200,0.505,0.000911,G,0.114,-7.384,Major,0.147,73.003,0.523,
0.00846,0.788,101647,0.69,0,B,0.176,-7.963,Minor,0.331,169.913,0.727,
0.0977,0.856,199987,0.548,0,G#,0.115,-6.658,Major,0.205,130.063,0.312,
0.318,0.719,184272,0.413,3.93E-05,A,0.144,-12.316,Minor,0.0731,119.966,0.407,
0.0179,0.755,101851,0.695,0,A,0.107,-5.963,Major,0.26,128.063,0.493,
0.108,0.887,87273,0.372,3.69E-05,C#,0.137,-10.552,Major,0.488,82.518,0.487,
0.142,0.881,211133,0.523,0,B,0.0771,-4.87,Minor,0.338,96.506,0.75,
