acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,genre
0.693,0.546,187823,0.805,0.000768,F#,0.558,-6.345,Minor,0.564,76.912,0.307,
0.286,0.747,242431,0.54,0,A,0.275,-7.303,Major,0.119,134.921,0.556,
0.0881,0.855,223293,0.681,3.70E-06,D,0.0592,-4.955,Major,0.0688,99.699,0.908,
0.177,0.834,162462,0.421,1.41E-05,G,0.159,-6.655,Minor,0.124,130.03,0.093,
0.0163,0.71,248467,0.578,0,B,0.246,-5.84,Minor,0.0604,125.969,0.512,
0.317,0.721,166343,0.508,0,G,0.153,-7.496,Major,0.394,159.911,0.457,
0.0162,0.7,303000,0.641,3.06E-06,D,0.206,-8.673,Minor,0.317,149.992,0.383,
0.0021,0.775,178093,0.694,0,B,0.161,-5.063,Minor,0.182,77.389,0.442,
0.239,0.793,273693,0.647,0,E,0.124,-3.924,Minor,0.0383,142.268,0.718,
0.0319,0.88,231419,0.705,0,A#,0.333,-5.398,Minor,0.244,124.042,0.327,
0.198,0.722,278112,0.654,5.73E-06,B,0.0891,-5.419,Minor,0.173,81.984,0.418,
0.0529,0.747,161408,0.781,0,G,0.098,-2.998,Major,0.327,90.359,0.528,
0.277,0.81,109733,0.543,0,B,0.308,-6.147,Minor,0.22,79.973,0.445,
0.402,0.757,148707,0.485,0.619,A,0.193,-12.309,Major,0.0648,110.371,0.372,
0.273,0.828,319373,0.686,0,B,0.524,-5.689,Minor,0.218,91.713,0.617,
0.608,0.707,168714,0.536,0,G,0.194,-9.156,Major,0.0953,150.022,0.369,
0.274,0.678,290573,0.794,1.68E-06,A#,0.124,-6.186,Minor,0.14,87.374,0.54,
0.00823,0.857,140793,0.642,0,C,0.106,-3.656,Major,0.0588,150.06,0.0658,
0.00111,0.468,206333,0.673,0,B,0.41,-3.045,Major,0.0311,150.093,0.409,
0.00589,0.703,308333,0.681,0,D,0.449,-6.356,Major,0.133,124.928,0.245,
0.059,0.625,158108,0.699,0,G,0.231,-10.665,Major,0.478,147.956,0.381,
0.00272,0.547,295827,0.951,1.14E-05,C#,0.0862,-4.079,Minor,0.151,95.031,0.51,
0.0256,0.744,232787,0.859,6.27E-05,B,0.0881,-3.166,Major,0.0795,91.977,0.787,
0.503,0.862,214415,0.453,0,G#,0.14,-11.875,Major,0.305,107.06,0.269,
0.474,0.82,157612,0.57,0.000347,C,0.109,-6.163,Major,0.0361,133.908,0.0971,
0.0965,0.74,286280,0.622,0,C#,0.099,-6.297,Major,0.203,148.04,0.393,
0.0476,0.934,209413,0.562,1.31E-06,E,0.0608,-4.609,Minor,0.24,96.792,0.712,
0.0633,0.59,194000,0.58,0,E,0.105,-7.162,Minor,0.324,150,0.355,
0.0277,0.493,203600,0.584,0,A,0.191,-6.906,Minor,0.167,103.701,0.485,
0.204,0.639,195627,0.634,0,G,0.123,-5.661,Major,0.0888,130.199,0.395,
0.126,0.573,71307,0.326,2.78E-05,C#,0.121,-16.385,Major,0.487,114.383,0.301,
0.233,0.717,216320,0.929,0,A#,0.359,-4.956,Major,0.053,94.995,0.586,
0.0212,0.573,102123,0.844,0,F,0.354,-2.503,Major,0.248,159.855,0.565,
0.0484,0.925,243027,0.748,0,B,0.101,-5.572,Minor,0.278,92.978,0.615,
0.097,0.894,269813,0.59,9.06E-06,A,0.329,-5.716,Major,0.221,147.009,0.575,
0.000107,0.766,181573,0.442,6.12E-05,C#,0.111,-8.558,Major,0.356,201.8,0.39,
0.193,0.767,225726,0.397,0,F,0.118,-9.798,Major,0.0898,64.937,0.477,
0.34,0.805,251067,0.737,0,B,0.901,-7.284,Major,0.251,92.929,0.486,
0.348,0.846,105744,0.555,0.178,F#,0.274,-10.314,Minor,0.315,118.115,0.823,
0.076,0.978,151249,0.407,0.00509,G,0.0646,-7.379,Major,0.387,120,0.415,
0.00552,0.688,298827,0.926,0,A,0.11,-3.628,Major,0.219,143.029,0.53,
0.215,0.832,163169,0.484,0.00204,C,0.1,-6.454,Major,0.392,148.035,0.584,
0.152,0.704,167595,0.558,0,C,0.285,-6.142,Major,0.375,85.325,0.388,
0.587,0.726,289587,0.824,1.11E-06,C,0.113,-5.011,Minor,0.347,129.96,0.384,
0.022,0.932,181714,0.506,0,B,0.0933,-7.755,Major,0.161,139.974,0.696,
0.233,0.868,204311,0.548,2.67E-06,C#,0.181,-7.864,Major,0.171,139.999,0.557,
0.105,0.718,272721,0.455,0,C#,0.121,-7.109,Major,0.316,161.027,0.199,
0.35,0.564,258947,0.902,0,D,0.307,-4.142,Major,0.14,141.099,0.444,
0.0131,0.649,173793,0.717,3.26E-05,E,0.18,-5.021,Major,0.262,86.798,0.589,
0.00913,0.615,257480,0.747,0,G,0.0888,-7.217,Major,0.156,91.347,0.421,
0.172,0.433,194013,0.499,0,C#,0.346,-8.499,Minor,0.357,195.842,0.545,
0.179,0.853,171270,0.696,0,C#,0.286,-6.179,Minor,0.246,118.001,0.184,
0.0999,0.758,230484,0.888,0.0336,B,0.661,-4.899,Minor,0.0374,120.392,0.771,
0.0084,0.664,214600,0.846,0.000312,G,0.0863,-4.948,Major,0.05,118.058,0.293,
0.102,0.785,315827,0.69,1.77E-05,B,0.166,-7.408,Major,0.265,78.519,0.614,
0.496,0.503,322587,0.695,0,A#,0.0966,-7.777,Minor,0.743,82.141,0.102,
0.024,0.61,177493,0.664,0,C#,0.422,-6.83,Major,0.0762,78.525,0.248,
0.000333,0.725,185339,0.722,0,F,0.512,-5.945,Major,0.113,83.019,0.398,
0.0844,0.474,305520,0.867,0,B,0.334,-6.027,Minor,0.557,153.939,0.374,
0.00642,0.857,237667,0.751,0.000257,C#,0.104,-7.086,Major,0.323,106.888,0.293,
0.461,0.73,153809,0.614,0.446,D,0.128,-6.905,Major,0.0662,200.015,0.0387,
0.0281,0.676,233507,0.415,0,A,0.0915,-9.752,Major,0.508,193.206,0.146,
0.0294,0.758,222180,0.756,0,A#,0.0906,-5.059,Minor,0.138,145.068,0.406,
0.316,0.426,109893,0.303,0.00795,C#,0.411,-11.52,Minor,0.0787,139.042,0.383,
0.00297,0.896,202920,0.471,3.51E-05,A#,0.086,-7.324,Major,0.22,147.98,0.222,
0.0106,0.66,264933,0.71,7.01E-06,C#,0.0736,-4.541,Major,0.0409,97.988,0.233,
0.25,0.748,273120,0.569,0,F#,0.167,-8.917,Minor,0.205,141.006,0.412,
0.00363,0.63,241693,0.565,0,B,0.355,-7.969,Major,0.102,160.01,0.147,
0.316,0.959,215792,0.524,0,A,0.274,-8.145,Minor,0.274,119.933,0.84,
0.268,0.649,230948,0.716,4.51E-06,G,0.603,-3.936,Major,0.0384,86.949,0.639,
0.00233,0.778,200584,0.556,1.19E-06,G#,0.137,-6.878,Major,0.161,137.079,0.294,
0.0465,0.806,186871,0.687,0,F#,0.0821,-6.445,Major,0.165,143.967,0.424,
0.23,0.835,177733,0.756,0,G,0.0801,-3.789,Major,0.382,173,0.87,
0.00521,0.774,218880,0.575,0,A#,0.194,-7.004,Minor,0.173,102.858,0.665,
0.0481,0.672,287333,0.569,0,B,0.295,-6.319,Minor,0.0624,95.971,0.46,
0.0129,0.689,193853,0.769,0,C,0.282,-5.362,Major,0.0329,156.074,0.435,
0.493,0.919,213892,0.442,0,D,0.233,-7.948,Major,0.155,110.032,0.485,
0.2,0.681,208120,0.314,9.82E-06,G#,0.1,-9.319,Major,0.0581,139.992,0.166,
0.146,0.572,289600,0.878,0,G,0.314,-4.076,Major,0.281,165.432,0.578,
0.0728,0.557,242093,0.851,0,C#,0.437,-5.852,Major,0.419,172.678,0.86,
0.705,0.745,237853,0.572,0,A#,0.146,-7.003,Minor,0.174,89.051,0.663,
0.0452,0.721,112511,0.568,0.212,C,0.128,-11.295,Major,0.414,144.915,0.109,
0.0556,0.758,131479,0.739,0,C#,0.0506,-4.547,Major,0.161,149.993,0.384,
0.246,0.862,202667,0.614,0.00757,F,0.113,-5.875,Minor,0.0393,110.061,0.323,
0.715,0.583,187036,0.527,6.70E-06,B,0.154,-7.876,Major,0.0733,97.346,0.395,
0.0308,0.722,206040,0.728,2.07E-05,B,0.1,-4.999,Major,0.0388,104.994,0.654,
0.408,0.773,255000,0.677,0,D,0.344,-5.137,Major,0.198,129.613,0.36,
0.0577,0.782,167027,0.848,1.78E-05,F#,0.179,-6.45,Minor,0.437,137.875,0.329,
0.0746,0.446,219952,0.732,0,C#,0.218,-4.876,Minor,0.279,139.674,0.347,
0.199,0.715,157738,0.765,0,C#,0.23,-7.058,Minor,0.266,89.988,0.691,
0.309,0.635,223480,0.562,2.01E-06,A#,0.11,-8.92,Minor,0.168,181.014,0.288,
0.738,0.781,234667,0.81,0,A#,0.144,-4.301,Minor,0.356,173.949,0.908,
0.323,0.683,217546,0.593,0,E,0.161,-5.796,Major,0.191,156.941,0.672,
0.000345,0.632,227086,0.681,0.0194,C#,0.142,-8.052,Minor,0.0459,122.979,0.535,
0.152,0.638,221379,0.716,3.34E-06,B,0.114,-7.519,Minor,0.31,145.156,0.587,
0.00217,0.658,172128,0.721,0.000396,A,0.341,-3.803,Minor,0.0699,180.033,0.677,
0.384,0.736,259834,0.515,4.31E-06,C#,0.113,-7.739,Major,0.163,149.977,0.421,
0.258,0.74,166606,0.613,0.00372,G#,0.123,-4.88,Major,0.145,75.023,0.473,
0.193,0.877,310440,0.594,0,A#,0.311,-5.868,Major,0.403,139.98,0.572,
0.0794,0.814,224680,0.764,0.0174,C,0.0696,-7.944,Minor,0.053,125.026,0.899,
0.135,0.845,212120,0.735,0,C,0.147,-6.077,Major,0.302,129.993,0.45,
0.211,0.719,181124,0.706,0,G#,0.117,-7.45,Minor,0.139,80.063,0.377,
0.38,0.655,181144,0.597,0,C,0.11,-7.269,Minor,0.0912,110.01,0.219,
0.23,0.892,119573,0.346,0,C#,0.0908,-9.037,Major,0.389,127.047,0.156,
0.311,0.886,112500,0.742,1.10E-05,C#,0.241,-4.582,Major,0.199,130,0.463,
0.36,0.7,340962,0.465,0.000157,G,0.143,-10.43,Major,0.0562,137.823,0.306,
0.195,0.63,260573,0.774,0.0985,A,0.111,-6.217,Major,0.12,158.006,0.446,
0.0552,0.693,307813,0.801,0,G#,0.111,-5.637,Major,0.108,151.955,0.259,
0.152,0.893,121979,0.907,0.0311,B,0.558,-10.406,Major,0.367,99.971,0.302,
0.000388,0.634,234533,0.775,0,F,0.0816,-5.982,Minor,0.0317,142.991,0.219,
0.0147,0.817,189000,0.465,0,D,0.106,-5.149,Major,0.396,157.998,0.222,
0.00134,0.686,243380,0.888,0.000689,C#,0.0736,-3.348,Major,0.0857,142.015,0.108,
0.509,0.835,108080,0.511,0,C#,0.224,-5.079,Major,0.325,160.035,0.932,
0.306,0.636,311016,0.656,4.43E-05,G,0.123,-5.462,Major,0.0948,142.075,0.222,
0.0424,0.774,163196,0.659,0.000501,D#,0.302,-6.909,Major,0.206,99.018,0.467,
0.0156,0.898,108069,0.467,0,F,0.11,-5.939,Major,0.429,159.969,0.251,
0.234,0.679,279013,0.908,0,G#,0.0821,-3.411,Major,0.202,85.918,0.687,
0.117,0.849,359973,0.499,4.97E-05,D,0.268,-7.872,Major,0.271,92.982,0.504,
0.13,0.799,205054,0.673,0,C#,0.117,-6.379,Major,0.248,153.032,0.371,
0.123,0.578,354064,0.42,1.66E-05,F,0.196,-12.558,Major,0.19,159.853,0.208,
0.0895,0.758,240517,0.685,0,C#,0.34,-6.013,Major,0.0348,111.088,0.36,
0.0406,0.862,271160,0.515,0,E,0.361,-7.305,Minor,0.266,82.99,0.821,
0.0536,0.561,216159,0.756,0,D,0.533,-5.897,Major,0.311,75.769,0.379,
0.232,0.848,181948,0.649,0,D,0.101,-6.083,Major,0.315,118.04,0.629,
0.118,0.628,249288,0.629,0,F#,0.102,-4.829,Minor,0.0485,157.99,0.3,
0.0109,0.853,191533,0.494,0.000884,A#,0.205,-10.911,Minor,0.201,95.284,0.341,
0.0487,0.81,270120,0.721,0,A,0.0886,-4.964,Minor,0.265,101.997,0.552,
0.0241,0.822,272707,0.661,3.95E-06,C#,0.315,-10.234,Minor,0.164,99.883,0.67,
0.0305,0.671,233467,0.492,0,C,0.1,-13.957,Major,0.102,166.712,0.74,
0.00816,0.785,311773,0.566,9.05E-05,C#,0.799,-8.488,Major,0.438,160.01,0.611,
0.000915,0.79,178502,0.641,0,D,0.178,-5.5,Major,0.235,143.913,0.171,
0.00705,0.851,237640,0.629,0.000372,C#,0.0746,-8.385,Major,0.175,125.984,0.789,
0.195,0.475,314493,0.757,0,D,0.37,-7.307,Major,0.357,187.929,0.0707,
0.291,0.788,207853,0.771,5.62E-05,E,0.172,-3.206,Minor,0.0563,99.038,0.701,
0.0142,0.746,228493,0.821,0,E,0.286,-4.754,Minor,0.0442,112.006,0.333,
0.213,0.74,213560,0.483,0,A,0.197,-10.664,Major,0.331,96.976,0.589,
0.369,0.747,195200,0.557,3.53E-05,C#,0.103,-8.971,Minor,0.069,149.965,0.552,
0.0319,0.781,273850,0.71,0,G#,0.0545,-6.601,Major,0.332,140.019,0.465,
0.0461,0.564,234027,0.684,0.000718,G,0.335,-4.719,Minor,0.0348,119.99,0.404,
0.241,0.805,208493,0.595,0,C#,0.0473,-7.732,Minor,0.257,111.003,0.79,
0.115,0.771,175602,0.67,2.58E-06,C,0.0826,-8.156,Major,0.223,148.016,0.404,
0.0247,0.889,213613,0.494,0,G#,0.12,-5.578,Minor,0.139,129.968,0.24,
0.0363,0.829,230147,0.435,0.878,C,0.119,-10.136,Major,0.0515,103.816,0.594,
0.039,0.744,258200,0.697,0,G#,0.171,-14.753,Major,0.0631,119.955,0.683,
0.162,0.862,274097,0.785,0,G#,0.128,-3.571,Major,0.232,123.012,0.372,
0.0125,0.715,217853,0.641,0.000842,B,0.0932,-6.184,Major,0.172,127.943,0.283,
0.475,0.735,218307,0.811,0,D,0.0595,-4.635,Minor,0.0682,169.924,0.601,
0.000377,0.828,180000,0.55,0.0016,F,0.133,-9.158,Major,0.252,160.016,0.25,
0.421,0.499,208467,0.635,0,C,0.186,-10.019,Major,0.343,74.826,0.463,
0.00471,0.698,243206,0.83,0,C#,0.151,-5.668,Major,0.093,155.029,0.686,
0.0885,0.577,243818,0.625,2.25E-06,C,0.143,-8.089,Major,0.389,130.085,0.291,
0.0143,0.857,197571,0.812,0,G,0.115,-2.8,Major,0.194,141.055,0.629,
0.034,0.846,216277,0.809,0,D,0.151,-3.619,Major,0.287,85.011,0.267,
0.0619,0.71,282508,0.703,0,C#,0.0991,-4.877,Minor,0.0911,142.024,0.199,
0.155,0.369,246160,0.586,0,D#,0.223,-11.939,Minor,0.243,177.555,0.477,
0.0933,0.92,178885,0.667,8.11E-05,G#,0.0909,-8.841,Major,0.274,130.03,0.419,
0.00848,0.756,239922,0.599,0,G#,0.0869,-6.192,Major,0.232,171.795,0.398,
0.244,0.701,124865,0.555,1.52E-06,G#,0.108,-8.142,Major,0.518,200.115,0.34,
0.244,0.621,278515,0.777,0,G#,0.449,-4.75,Minor,0.151,138.007,0.526,
0.0208,0.524,240107,0.793,0,C#,0.0825,-5.051,Minor,0.0629,156.052,0.551,
0.0702,0.744,241307,0.368,0,C#,0.192,-6.349,Major,0.0524,84.018,0.391,
0.782,0.567,249191,0.388,0.000309,A,0.248,-9.579,Minor,0.0384,116.362,0.452,
0.0961,0.826,268107,0.836,4.81E-06,D#,0.282,-4.238,Minor,0.0654,91.992,0.887,
0.0541,0.675,260600,0.501,0,A#,0.429,-6.183,Major,0.22,139.861,0.532,
0.0702,0.777,213626,0.558,0,C#,0.092,-8.838,Major,0.198,90.996,0.407,
0.00514,0.699,248693,0.793,2.75E-06,C#,0.7,-4.856,Major,0.268,94.138,0.929,
0.0142,0.648,324307,0.759,0,F#,0.648,-4.315,Major,0.306,85.996,0.518,
0.00114,0.616,199427,0.632,0,F#,0.0844,-7.562,Minor,0.386,79.811,0.47,
0.013,0.888,200080,0.483,4.85E-06,F#,0.0926,-7.797,Major,0.154,125.008,0.226,
0.209,0.6,170000,0.385,1.78E-05,E,0.154,-12.553,Minor,0.166,90.421,0.186,
0.0742,0.796,219333,0.766,0,G,0.0827,-5.974,Major,0.238,110.034,0.558,
0.488,0.814,230000,0.666,4.23E-05,F#,0.108,-6.555,Major,0.0635,94.02,0.714,
0.161,0.529,195720,0.69,0,D,0.498,-7.87,Major,0.74,170.54,0.311,
0.0615,0.845,142707,0.63,0.00099,E,0.104,-11.354,Minor,0.0604,155.016,0.327,
0.0566,0.694,194799,0.829,0,E,0.0861,-4.462,Minor,0.0524,109.998,0.954,
0.707,0.813,213480,0.783,0,C#,0.219,-5.347,Major,0.215,129.208,0.927,
0.702,0.698,171779,0.554,0.00203,A#,0.195,-9.499,Minor,0.392,92.153,0.176,
0.248,0.801,219581,0.545,0,D#,0.136,-6.686,Major,0.0888,129.966,0.269,
0.273,0.84,337640,0.483,0,A#,0.111,-8.838,Minor,0.157,91.992,0.198,
0.0628,0.667,169763,0.848,0,B,0.314,-4.235,Minor,0.114,102.026,0.259,
0.386,0.769,135413,0.427,0,C,0.0731,-6.105,Major,0.316,149.956,0.0393,
0.775,0.766,161985,0.548,5.57E-06,A#,0.1,-4.29,Major,0.235,82.944,0.424,
0.069,0.712,102692,0.559,0,C#,0.111,-6.809,Major,0.313,169.994,0.45,
0.633,0.582,188209,0.519,0,D#,0.101,-9.878,Minor,0.327,90.886,0.958,
0.184,0.548,167576,0.75,0,G,0.422,-2.949,Major,0.53,192.159,0.497,
0.352,0.795,224889,0.445,0,C,0.0983,-7.166,Major,0.0473,84.971,0.347,
0.121,0.781,336519,0.602,0,C#,0.148,-5.426,Major,0.107,121.998,0.324,
0.146,0.802,246640,0.714,0,A#,0.483,-4.604,Minor,0.259,101.991,0.216,
0.291,0.812,234998,0.35,0.0295,F#,0.0951,-7.566,Minor,0.0428,123.988,0.41,
0.00193,0.829,237360,0.477,0,F#,0.139,-8.934,Minor,0.195,149.041,0.319,
0.0281,0.816,165926,0.625,0,C#,0.112,-7.742,Major,0.416,162.032,0.253,
0.498,0.876,232373,0.553,0.000649,C#,0.186,-9.209,Major,0.236,119.983,0.326,
0.00428,0.533,155016,0.469,0.0133,A,0.326,-8.786,Minor,0.14,185.664,0.33,
0.0893,0.81,314352,0.791,0,G,0.0838,-5.909,Major,0.181,153.067,0.948,
0.0903,0.759,303493,0.756,2.36E-06,E,0.265,-8.145,Minor,0.266,87.059,0.613,
0.0864,0.646,222067,0.855,0,E,0.141,-3.175,Minor,0.278,135.735,0.524,
0.00608,0.604,211360,0.736,0.109,A#,0.11,-5.596,Minor,0.0555,118.012,0.345,
0.246,0.695,289162,0.609,3.10E-05,F,0.201,-6.447,Minor,0.0951,115.369,0.425,
0.0445,0.707,249627,0.684,0,B,0.135,-7.689,Minor,0.245,139.973,0.339,
0.0374,0.79,291968,0.906,0.00679,C#,0.294,-0.957,Major,0.203,91.979,0.573,
0.246,0.832,205467,0.797,0,A,0.0545,-8.194,Minor,0.0487,132.431,0.961,
0.38,0.396,59293,0.859,0,G,0.672,-3.365,Major,0.298,59.64,0.658,
0.0315,0.625,230426,0.877,0.0811,A#,0.672,-7.176,Minor,0.162,192.296,0.865,
0.0174,0.75,314280,0.906,0,C,0.0551,-5.028,Major,0.0477,135.96,0.562,
0.0042,0.77,135732,0.853,0.000961,A#,0.0936,-3.849,Minor,0.221,164.037,0.615,
0.358,0.959,134880,0.47,0,C,0.0806,-11.53,Major,0.166,129.995,0.964,
0.00227,0.762,234347,0.937,3.16E-05,D,0.195,-3.035,Major,0.0882,109.969,0.573,
0.371,0.9,174336,0.385,0,C#,0.142,-12.189,Minor,0.435,99.964,0.488,
0.019,0.98,217160,0.442,0,B,0.322,-8.866,Minor,0.271,122.04,0.313,
0.461,0.742,170861,0.582,0,F,0.126,-6.397,Major,0.437,83.075,0.539,
0.0317,0.714,265533,0.592,0,F#,0.0348,-10.742,Minor,0.374,169.85,0.801,
0.226,0.784,173512,0.66,0,C#,0.117,-5.813,Major,0.308,150.169,0.505,
0.855,0.652,875307,0.455,0,G#,0.171,-8.673,Major,0.115,83.151,0.325,
0.00699,0.686,235404,0.702,1.38E-06,D#,0.143,-6.73,Major,0.0409,125.029,0.16,
0.0763,0.772,172116,0.691,0,C#,0.119,-4.603,Minor,0.181,145.046,0.501,
0.307,0.807,238827,0.702,0,F#,0.111,-6.594,Minor,0.0748,114.038,0.447,
0.0353,0.705,242507,0.684,0,C,0.206,-5.759,Major,0.145,100.006,0.246,
0.0698,0.706,196000,0.369,0.0194,D,0.109,-10.725,Minor,0.088,119.996,0.206,
0.113,0.739,198165,0.57,0,C#,0.118,-7.322,Minor,0.0741,108.899,0.802,
0.149,0.611,318759,0.568,1.89E-05,F#,0.115,-8.972,Minor,0.239,84.935,0.274,
0.272,0.977,268533,0.334,0,C,0.109,-7.983,Minor,0.121,119.982,0.137,
0.194,0.781,183093,0.731,0,D,0.107,-5.87,Minor,0.0391,85.202,0.356,
0.517,0.82,172653,0.596,0.00159,B,0.358,-7.539,Major,0.246,94.968,0.54,
0.673,0.668,168627,0.393,0.289,F,0.108,-12.909,Major,0.281,183.849,0.449,
0.0287,0.8,200840,0.681,0,B,0.101,-4.486,Minor,0.0574,112.495,0.72,
0.0675,0.766,306267,0.796,0,C#,0.113,-4.377,Minor,0.266,92.053,0.571,
0.0696,0.758,245666,0.729,0,C,0.0716,-7.282,Minor,0.0427,94.016,0.381,
0.0152,0.676,222652,0.815,4.41E-06,C#,0.107,-3.427,Major,0.278,162.054,0.591,
0.154,0.859,225227,0.609,0,B,0.348,-3.633,Major,0.286,85.976,0.649,
0.202,0.693,181224,0.49,0,G#,0.143,-8.326,Minor,0.182,97.984,0.345,
0.0113,0.932,172893,0.486,0,C#,0.101,-7.965,Major,0.0671,100.014,0.413,
0.477,0.775,247893,0.482,0.0456,C#,0.11,-11.269,Major,0.0357,136.016,0.134,
0.193,0.321,278093,0.887,0,C#,0.231,-8.502,Major,0.599,172.455,0.0946,
0.0382,0.697,216440,0.807,0,F#,0.471,-3.049,Minor,0.0587,127.01,0.732,
0.0365,0.774,164496,0.643,0,G#,0.112,-7.742,Minor,0.111,140.001,0.636,
0.346,0.485,184599,0.783,0,B,0.752,-7.82,Minor,0.623,159.661,0.154,
0.0483,0.759,212640,0.849,0,D,0.121,-4.234,Major,0.335,140.001,0.681,
0.0716,0.802,267133,0.791,8.08E-06,F#,0.0651,-4.037,Minor,0.239,168.059,0.772,
0.709,0.385,194595,0.757,0,C,0.235,-5.96,Major,0.167,82.673,0.469,
0.0968,0.646,254281,0.705,0,B,0.356,-6.579,Minor,0.395,144.056,0.379,
0.049,0.661,212451,0.916,0,C,0.0997,-6.032,Minor,0.248,95.989,0.776,
0.138,0.754,220079,0.909,0,F#,0.281,-3.323,Minor,0.23,126.994,0.591,
0.259,0.799,328000,0.595,0,D,0.344,-7.015,Major,0.193,120.06,0.555,
0.0171,0.71,169927,0.579,0,C#,0.105,-5.724,Major,0.212,163.992,0.305,
0.269,0.806,245917,0.821,0,G#,0.0879,-5.877,Major,0.314,143.865,0.799,
0.366,0.79,265493,0.728,0,D,0.112,-9.221,Major,0.391,96.978,0.403,
0.0812,0.705,263337,0.73,0,F,0.135,-6.795,Minor,0.142,140.084,0.345,
0.00961,0.742,241573,0.788,0.105,C#,0.0864,-9.197,Major,0.31,85.835,0.848,
0.533,0.711,184999,0.5,0.000115,F#,0.108,-10.167,Minor,0.0818,127.971,0.0361,
0.102,0.805,217147,0.824,0,C#,0.198,-5.844,Major,0.0534,126.012,0.649,
0.0175,0.759,204533,0.912,0,D,0.331,-2.941,Major,0.245,98.936,0.354,
0.0254,0.749,249000,0.643,0,F,0.101,-7.424,Minor,0.114,123.92,0.651,
0.186,0.738,287067,0.616,0,C#,0.145,-7.192,Major,0.193,141.971,0.28,
0.135,0.91,204076,0.725,0,A,0.162,-5.102,Major,0.267,132.01,0.81,
0.0405,0.813,221972,0.58,8.45E-06,B,0.349,-6.724,Major,0.0746,100.045,0.443,
0.064,0.612,434077,0.797,0,C#,0.257,-3.648,Major,0.448,81.086,0.358,
0.0975,0.786,212000,0.82,0,F#,0.0751,-3.254,Minor,0.0587,120.047,0.597,
0.149,0.588,231080,0.8,0,F,0.0937,-3.857,Major,0.375,130.569,0.501,
0.00441,0.848,217915,0.577,0,C#,0.223,-8.038,Minor,0.39,150.076,0.437,
0.274,0.576,122987,0.74,3.00E-06,C,0.0948,-6.195,Major,0.0854,159.959,0.37,
0.595,0.56,252943,0.781,0,C,0.409,-4.957,Major,0.0802,75.996,0.508,
0.751,0.419,268667,0.631,0,G,0.0806,-8.243,Minor,0.561,173.82,0.406,
0.0199,0.678,264496,0.785,0,C,0.101,-5.88,Major,0.354,134.704,0.374,
0.0151,0.811,238400,0.577,0,A#,0.114,-7.769,Minor,0.344,149.055,0.37,
0.0227,0.876,199680,0.608,1.16E-05,G#,0.107,-6.019,Major,0.109,124.983,0.258,
0.332,0.353,409779,0.694,6.19E-05,A#,0.611,-7.411,Minor,0.359,89.017,0.343,
0.0249,0.663,340920,0.694,0,A#,0.0698,-8.627,Minor,0.172,167.964,0.524,
0.0319,0.77,238173,0.937,0,A,0.348,-2.327,Major,0.247,95.011,0.685,
0.145,0.865,175639,0.525,0,B,0.0974,-9.858,Major,0.347,140.037,0.557,
0.42,0.641,244771,0.652,1.74E-06,G#,0.094,-8.575,Minor,0.264,175.022,0.406,
0.093,0.808,268115,0.647,0,D,0.117,-4.973,Major,0.0843,130.034,0.278,
0.056,0.852,226296,0.535,0.00506,F#,0.0974,-7.222,Minor,0.0568,111.992,0.374,
0.0959,0.582,196900,0.564,0,C,0.26,-4.066,Minor,0.0837,204.002,0.718,
0.112,0.67,133903,0.774,0,F#,0.185,-3.283,Minor,0.208,75.024,0.221,
0.118,0.827,250000,0.525,0.00674,F#,0.107,-5.823,Minor,0.0309,119.985,0.883,
0.013,0.816,165480,0.629,0.0939,F#,0.0835,-8.071,Minor,0.0757,118.611,0.803,
0.242,0.769,194824,0.562,0.00101,B,0.0852,-7.237,Major,0.28,170.082,0.525,
0.224,0.596,75533,0.459,0,C,0.484,-13.964,Minor,0.474,95.386,0.58,
0.044,0.567,333040,0.381,0,F,0.107,-5.238,Minor,0.507,85.537,0.689,
0.0246,0.824,177872,0.747,0,G#,0.117,-4.594,Minor,0.373,149.018,0.498,
0.0467,0.569,233933,0.981,6.89E-06,G,0.125,-3.494,Major,0.372,188.338,0.415,
0.0373,0.73,237973,0.863,0,C#,0.491,-5.082,Major,0.154,170.014,0.818,
0.611,0.914,171789,0.68,0,C#,0.0512,-7.641,Major,0.34,94.977,0.893,
0.00258,0.649,171149,0.822,3.83E-05,C#,0.362,-5.8,Major,0.0398,140.026,0.201,
0.0527,0.593,127760,0.603,0.0604,A#,0.416,-7.83,Major,0.0534,71.531,0.225,
0.0601,0.77,199100,0.623,0,G#,0.117,-7.025,Minor,0.0569,134.974,0.0947,
0.168,0.793,228080,0.718,0,A,0.241,-4.966,Minor,0.0547,146.885,0.649,
0.0105,0.714,139707,0.765,0,E,0.566,-6.215,Minor,0.354,74.986,0.52,
0.595,0.735,188910,0.521,0,C#,0.12,-7.336,Major,0.275,173.977,0.538,
0.0266,0.762,199027,0.748,0,C,0.348,-4.15,Minor,0.033,110.009,0.851,
0.133,0.708,208569,0.632,0,G,0.621,-7.491,Major,0.475,137.981,0.373,
0.00197,0.388,254133,0.83,0,F,0.0741,-7.98,Minor,0.323,144.041,0.17,
0.673,0.709,124493,0.324,3.79E-06,F,0.109,-15.954,Minor,0.247,99.974,0.118,
0.272,0.808,213653,0.355,1.02E-05,B,0.0832,-7.506,Minor,0.0857,95.087,0.328,
