genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Rap,0.0328,0.476,261853,0.769,0.0,D,0.197,-5.344,Major,0.0332,129.051,0.287
Rap,0.197,0.814,269658,0.737,0.0,G,0.0954,-4.826,Major,0.259,171.687,0.461
Rap,0.161,0.736,206244,0.89,0.0,C#,0.166,-5.07,Minor,0.249,142.101,0.679
Rap,0.487,0.648,255867,0.842,0.0,C#,0.104,-4.704,Major,0.374,78.787,0.578
Rap,0.094,0.83,209813,0.732,0.0,C#,0.123,-6.597,Major,0.268,76.518,0.8
Rap,0.00043,0.58,188933,0.983,0.00694,F,0.0801,-3.291,Minor,0.0636,110.053,0.416
Rap,0.00959,0.668,269973,0.504,5.91e-06,E,0.0992,-9.193,Minor,0.0382,119.99,0.154
Rap,0.0784,0.773,217173,0.684,0.0,C,0.0868,-6.763,Major,0.067,89.992,0.484
Rap,0.548,0.685,177720,0.615,5.06e-06,F#,0.169,-7.983,Major,0.0387,137.932,0.717
Rap,0.00214,0.916,219707,0.727,0.000145,C#,0.118,-6.556,Major,0.0861,94.997,0.201
Rap,0.279,0.627,141745,0.41,0.0,C,0.107,-8.156,Major,0.0349,148.991,0.0763
Rap,0.227,0.73,180000,0.665,0.0,E,0.089,-4.897,Minor,0.0862,83.951,0.497
Rap,0.058,0.627,184571,0.837,0.000567,C#,0.328,-7.162,Major,0.36,105.105,0.504
Rap,0.277,0.81,109733,0.543,0.0,B,0.308,-6.147,Minor,0.22,79.973,0.445
Rap,0.00192,0.263,214040,0.784,0.0,G,0.15,-6.514,Major,0.054,114.671,0.385
Rap,0.633,0.582,188209,0.519,0.0,D#,0.101,-9.878,Minor,0.327,90.886,0.958
Rap,0.000391,0.484,191440,0.913,0.0,F#,0.309,-4.305,Major,0.0425,103.103,0.279
Rap,0.0303,0.903,281298,0.581,0.000291,B,0.102,-4.797,Major,0.0686,139.998,0.264
Rap,0.00543,0.771,230200,0.685,0.00157,C#,0.0537,-4.639,Major,0.0567,88.997,0.683
Rap,0.243,0.726,195324,0.653,3.92e-06,G#,0.139,-6.129,Major,0.162,162.091,0.187
Rap,0.204,0.958,253867,0.705,2.02e-05,C#,0.115,-4.916,Major,0.167,124.997,0.516
Rap,0.0637,0.746,284960,0.487,0.0,D#,0.303,-5.626,Minor,0.0738,74.964,0.283
Rap,0.00909,0.71,172013,0.805,0.0,C#,0.141,-5.471,Major,0.0637,92.601,0.897
Rap,0.00647,0.605,242173,0.684,0.0,A,0.353,-6.356,Minor,0.224,72.469,0.287
Rap,0.0161,0.68,249533,0.687,0.0,A,0.261,-6.162,Minor,0.0709,150.053,0.467
Rap,0.0288,0.805,135766,0.719,0.0,G#,0.327,-7.643,Major,0.324,137.096,0.906
Rap,0.0217,0.739,238746,0.872,0.0,B,0.26,-4.059,Minor,0.333,95.084,0.684
Rap,0.157,0.709,251860,0.362,0.0,B,0.109,-9.814,Major,0.055,122.043,0.113
Rap,0.179,0.932,206227,0.622,0.000193,D#,0.341,-4.447,Major,0.241,95.972,0.824
Rap,0.092,0.912,233680,0.533,1.48e-06,C#,0.174,-5.587,Major,0.0618,119.922,0.208
Rap,0.0206,0.864,257813,0.607,0.0,A,0.0442,-4.891,Minor,0.163,82.048,0.747
Rap,0.000233,0.463,231573,0.962,0.109,G,0.0906,-6.43,Major,0.0704,94.003,0.66
Rap,0.0254,0.749,249000,0.643,0.0,F,0.101,-7.424,Minor,0.114,123.92,0.651
Rap,0.0311,0.939,337941,0.551,0.0,C#,0.192,-9.126,Major,0.291,118.552,0.42
Rap,0.0123,0.68,197665,0.668,0.0,A,0.105,-4.217,Major,0.0379,113.113,0.212
Rap,0.1,0.414,186268,0.416,0.179,B,0.131,-8.024,Minor,0.0251,159.91,0.196
Rap,0.00995,0.608,203653,0.584,0.0,C#,0.203,-6.652,Major,0.0352,94.956,0.251
Rap,0.00206,0.788,176920,0.591,1.95e-05,C#,0.116,-4.838,Major,0.133,152.071,0.247
Rap,0.00175,0.521,196373,0.936,0.0,C,0.61,-4.3,Minor,0.0812,134.119,0.409
Rap,0.0146,0.918,151054,0.419,4.67e-06,G,0.195,-9.129,Minor,0.104,96.036,0.756
Rap,0.0636,0.774,130403,0.507,0.0,C#,0.138,-6.952,Minor,0.065,140.067,0.508
Rap,0.00436,0.549,84558,0.497,0.0,D#,0.0698,-8.645,Minor,0.22,65.919,0.113
Rap,0.0075,0.796,232147,0.357,0.0,C#,0.0966,-11.678,Major,0.344,150.039,0.454
Rap,0.159,0.535,213840,0.962,1.54e-06,C,0.146,-3.739,Major,0.365,86.849,0.71
Rap,0.115,0.551,282173,0.747,0.0,G,0.0895,-7.911,Major,0.254,88.937,0.205
Rap,0.0214,0.696,183840,0.524,0.0,A#,0.141,-6.883,Major,0.219,136.833,0.388
Rap,0.15,0.915,137174,0.692,0.00012,A,0.0964,-7.544,Major,0.0857,118.981,0.713
Rap,0.00332,0.754,203867,0.804,0.0,E,0.0329,-3.177,Major,0.0853,119.968,0.818
Rap,0.244,0.688,243814,0.782,0.0,E,0.632,-5.419,Major,0.0279,100.024,0.659
Rap,0.0571,0.824,137134,0.595,3.7e-06,B,0.0876,-6.346,Major,0.091,140.039,0.157
Rap,0.454,0.905,160714,0.474,3.95e-06,D,0.364,-7.946,Major,0.107,99.999,0.197
Rap,0.147,0.488,205600,0.538,0.0,F#,0.305,-4.974,Major,0.076,67.037,0.38
Rap,0.00371,0.81,263440,0.693,0.0,C#,0.0786,-3.103,Major,0.0307,142.085,0.169
Rap,0.57,0.598,263087,0.548,0.0,C,0.138,-9.317,Major,0.335,135.034,0.347
Rap,0.239,0.661,184816,0.843,0.0,C#,0.231,-5.288,Major,0.343,78.061,0.815
Rap,0.0797,0.832,181797,0.607,6.23e-06,C#,0.335,-6.442,Major,0.358,140.063,0.526
Rap,0.00266,0.684,239987,0.647,0.0,B,0.309,-6.777,Major,0.285,145.156,0.179
Rap,0.00905,0.827,272153,0.642,1.5e-06,C#,0.0865,-4.29,Minor,0.242,145.004,0.181
Rap,0.109,0.643,268813,0.813,0.000348,F,0.355,-2.147,Minor,0.0828,124.178,0.36
Rap,0.0274,0.92,171372,0.667,0.0,D,0.106,-5.736,Major,0.269,148.039,0.5
Rap,0.315,0.711,139703,0.54,0.0,B,0.103,-6.214,Minor,0.0941,110.037,0.0824
Rap,0.139,0.687,207013,0.604,0.0,F#,0.203,-5.005,Minor,0.0663,78.487,0.308
Rap,0.147,0.891,217867,0.321,1.89e-05,C#,0.117,-12.813,Major,0.426,136.005,0.331
Rap,0.043,0.859,241506,0.494,0.0,A#,0.109,-8.505,Major,0.34,77.456,0.137
Rap,0.00541,0.538,214200,0.677,0.0,C,0.236,-6.099,Major,0.187,132.346,0.913
Rap,0.0301,0.624,242050,0.568,0.0,A,0.25,-5.664,Major,0.143,149.857,0.115
Rap,0.153,0.768,140512,0.43,0.0105,C,0.408,-9.84,Major,0.407,157.925,0.322
Rap,0.101,0.948,159716,0.709,0.0,C#,0.142,-5.023,Major,0.314,110.044,0.636
Rap,0.134,0.685,214827,0.944,0.0,F,0.362,-5.19,Major,0.34,128.013,0.543
Rap,0.0224,0.868,292333,0.831,0.0,E,0.0725,-5.406,Minor,0.236,91.963,0.653
Rap,0.0105,0.919,130518,0.567,9.78e-05,E,0.0819,-9.366,Minor,0.387,103.065,0.395
Rap,0.0224,0.794,202387,0.521,0.0,C#,0.122,-7.726,Major,0.0479,108.942,0.459
Rap,0.0357,0.801,172059,0.756,0.0,B,0.202,-5.42,Minor,0.272,136.006,0.639
Rap,0.171,0.871,219089,0.567,0.0,D,0.0551,-9.264,Major,0.364,97.422,0.794
Rap,0.191,0.58,297800,0.824,0.0,G,0.0879,-3.695,Major,0.255,120.033,0.364
Rap,0.34,0.805,251067,0.737,0.0,B,0.901,-7.284,Major,0.251,92.929,0.486
Rap,0.378,0.746,253107,0.653,0.0,G,0.229,-6.745,Major,0.289,75.016,0.672
Rap,0.177,0.86,316053,0.71,0.0,G,0.0865,-5.705,Major,0.285,122.993,0.764
Rap,0.106,0.424,342244,0.606,0.000272,F#,0.144,-6.062,Minor,0.159,213.788,0.397
Rap,0.127,0.925,220987,0.639,0.0,A#,0.0561,-9.728,Minor,0.356,140.031,0.68
Rap,0.227,0.798,167653,0.529,0.0,G#,0.114,-9.288,Major,0.482,78.967,0.368
Rap,0.205,0.607,245063,0.714,0.0,F,0.301,-6.007,Minor,0.278,96.619,0.827
Rap,0.0271,0.734,245480,0.616,0.0,C#,0.27,-9.296,Minor,0.188,151.168,0.421
Rap,0.623,0.594,73387,0.445,0.00235,C,0.0731,-12.759,Minor,0.073,140.034,0.399
Rap,0.0917,0.378,364637,0.691,2.03e-05,C#,0.0557,-7.263,Major,0.224,150.134,0.508
Rap,0.00456,0.512,256853,0.968,1.24e-06,F#,0.115,-3.874,Major,0.0658,160.102,0.646
Rap,0.152,0.624,175672,0.661,0.0,C#,0.634,-5.04,Major,0.346,188.256,0.596
Rap,0.21,0.627,217573,0.8,0.000123,C#,0.137,-6.945,Major,0.162,175.815,0.912
Rap,0.0371,0.672,278036,0.819,0.000184,B,0.203,-4.457,Major,0.0463,120.013,0.446
Rap,0.183,0.85,212477,0.547,0.0,A,0.242,-7.559,Major,0.417,77.541,0.533
Rap,0.232,0.862,196661,0.921,1.22e-05,D,0.31,-3.937,Major,0.0534,140.0,0.541
Rap,0.015,0.803,350227,0.753,0.0,E,0.204,-3.542,Minor,0.0625,129.998,0.557
Rap,0.135,0.677,297760,0.712,0.0,C,0.135,-7.53,Minor,0.244,92.973,0.647
Rap,0.048,0.786,222147,0.569,0.0,C#,0.119,-5.461,Major,0.125,82.027,0.288
Rap,0.127,0.714,104947,0.817,3.64e-06,A#,0.116,-5.616,Minor,0.103,95.434,0.646
Rap,0.0675,0.766,306267,0.796,0.0,C#,0.113,-4.377,Minor,0.266,92.053,0.571
Rap,0.00316,0.887,168291,0.558,0.0,A,0.135,-6.535,Major,0.44,135.917,0.157
Rap,0.000145,0.579,237347,0.973,0.0567,F,0.226,-2.152,Minor,0.09,116.025,0.677
Rap,0.0184,0.865,345717,0.751,0.0,G#,0.0529,-8.363,Minor,0.304,98.647,0.851
Rap,0.0131,0.773,170000,0.814,0.00412,A,0.0984,-5.258,Major,0.295,150.062,0.65
Rap,0.537,0.419,199610,0.66,2.49e-05,F,0.104,-6.856,Major,0.283,86.052,0.733
Rap,0.0916,0.755,337747,0.83,3.81e-05,D#,0.298,-6.494,Minor,0.0613,139.9,0.513
Rap,0.00349,0.771,236106,0.821,6.43e-05,B,0.108,-3.387,Minor,0.192,113.971,0.507
Rap,0.0116,0.534,379227,0.433,0.0452,F,0.0667,-12.628,Major,0.0357,117.834,0.235
Rap,0.191,0.765,213173,0.569,0.0,F#,0.0586,-9.511,Major,0.478,197.89,0.747
Rap,0.21,0.826,283813,0.491,0.0729,A,0.0929,-11.264,Major,0.165,115.998,0.617
Rap,0.239,0.839,636213,0.583,0.0,C#,0.262,-5.941,Major,0.268,87.99,0.564
Rap,0.167,0.28,256163,0.821,0.0,G#,0.139,-2.864,Minor,0.111,181.444,0.254
Rap,0.78,0.646,199400,0.843,0.0,C,0.0882,-4.872,Minor,0.129,112.37,0.072
Rap,0.0828,0.737,207353,0.708,0.00145,C#,0.104,-5.288,Major,0.179,170.011,0.479
Rap,0.0763,0.757,219320,0.882,0.0,C#,0.251,-6.125,Major,0.248,140.047,0.684
Rap,0.233,0.675,256533,0.562,0.0,G,0.0816,-7.678,Major,0.0352,130.098,0.309
Rap,0.111,0.627,238599,0.675,0.0,C#,0.259,-5.512,Major,0.312,178.08,0.567
Rap,0.0335,0.696,289533,0.561,2.78e-06,B,0.0741,-12.533,Minor,0.05,77.506,0.901
Rap,0.0786,0.488,261743,0.803,0.0,F#,0.215,-4.165,Minor,0.205,167.329,0.319
Rap,0.18,0.628,312373,0.638,3.89e-06,A#,0.367,-6.443,Minor,0.303,81.645,0.378
Rap,0.0742,0.605,224884,0.887,0.0,E,0.64,-4.466,Minor,0.38,171.797,0.464
Rap,0.316,0.695,217720,0.679,0.0,B,0.068,-6.576,Major,0.0651,95.997,0.79
Rap,0.03,0.711,251195,0.663,0.0,B,0.123,-5.805,Major,0.142,121.112,0.214
Rap,0.424,0.549,194069,0.712,0.0,D,0.154,-5.267,Major,0.527,188.193,0.17
Rap,0.563,0.468,206080,0.438,0.0,A#,0.181,-8.227,Major,0.0697,108.367,0.344
Rap,0.000254,0.516,336113,0.884,0.000347,D,0.0478,-3.706,Minor,0.0448,107.96,0.448
Rap,0.0606,0.819,166531,0.733,0.0,D,0.728,-6.071,Major,0.394,75.007,0.437
Rap,0.365,0.787,221610,0.492,2.47e-05,A#,0.239,-6.574,Minor,0.256,130.016,0.241
Rap,0.32,0.755,188853,0.629,0.0,C,0.126,-8.284,Major,0.312,143.083,0.591
Rap,0.125,0.586,181028,0.783,0.0,G,0.318,-5.872,Minor,0.0379,87.469,0.461
Rap,0.0194,0.811,173479,0.532,0.000284,A,0.11,-7.728,Major,0.279,155.021,0.275
Rap,0.171,0.914,275907,0.813,0.0,A,0.124,-3.607,Major,0.163,140.089,0.962
Rap,0.162,0.362,234419,0.755,0.0,D,0.342,-7.187,Major,0.311,173.719,0.236
Rap,0.141,0.825,189800,0.364,0.311,D,0.195,-7.635,Minor,0.121,153.028,0.177
Rap,0.257,0.881,129547,0.623,1.5e-06,C#,0.0964,-9.662,Major,0.119,88.953,0.745
Rap,0.263,0.599,229933,0.788,0.00525,G#,0.155,-6.25,Minor,0.0294,100.001,0.581
Rap,0.143,0.802,235133,0.77,0.0,F#,0.0424,-2.998,Major,0.0925,85.286,0.778
Rap,0.0428,0.784,168000,0.634,0.0,G#,0.0831,-7.321,Major,0.386,79.927,0.332
Rap,0.163,0.751,146333,0.71,0.0,G#,0.179,-4.586,Major,0.0858,147.183,0.631
Rap,0.0901,0.902,142629,0.66,4.99e-06,G#,0.123,-5.939,Major,0.397,87.503,0.44
Rap,0.013,0.745,207987,0.635,0.0,B,0.06,-9.735,Major,0.269,94.868,0.551
Rap,0.106,0.951,218573,0.6,0.0,C,0.0712,-4.675,Minor,0.0685,125.04,0.822
Rap,0.177,0.907,189040,0.583,0.0,B,0.0826,-6.638,Minor,0.134,113.136,0.588
Rap,0.00597,0.888,158757,0.586,0.0365,C,0.153,-6.745,Major,0.0604,150.051,0.401
Rap,0.000846,0.739,204957,0.546,9.03e-06,D,0.203,-7.465,Major,0.0658,132.031,0.14
Rap,0.0995,0.346,169773,0.7,0.0,A#,0.253,-6.407,Minor,0.0504,100.768,0.351
Rap,0.000177,0.644,240307,0.661,5.14e-06,B,0.108,-6.093,Major,0.0418,154.001,0.272
Rap,0.032,0.832,240440,0.553,0.0,C#,0.0985,-6.549,Major,0.349,145.272,0.283
Rap,0.00922,0.448,312407,0.74,0.0,F,0.349,-3.708,Minor,0.247,111.217,0.42
Rap,0.03,0.538,183107,0.876,0.0,C#,0.251,-3.559,Major,0.139,83.949,0.527
Rap,0.00789,0.812,168313,0.774,1.68e-05,C,0.098,-4.222,Major,0.137,145.015,0.679
Rap,0.107,0.708,238687,0.637,3.13e-06,C#,0.102,-6.327,Major,0.0523,149.969,0.189
Rap,0.117,0.894,181290,0.362,0.0,D,0.0737,-11.381,Major,0.465,139.953,0.26
Rap,0.32,0.773,211436,0.508,0.102,A,0.106,-8.583,Minor,0.0558,133.966,0.496
Rap,0.353,0.87,186400,0.62,2.78e-06,A,0.114,-5.382,Minor,0.186,133.968,0.258
Rap,0.125,0.578,250587,0.5,0.0,A#,0.235,-6.656,Minor,0.271,104.095,0.388
Rap,0.0127,0.447,232800,0.668,0.0,E,0.152,-4.683,Major,0.0294,82.904,0.0695
Rap,0.000941,0.434,110800,0.96,0.0286,D,0.0437,-3.556,Major,0.0462,118.97,0.698
Rap,0.0297,0.897,208267,0.612,0.186,B,0.0894,-10.489,Major,0.211,102.305,0.767
Rap,0.284,0.624,206013,0.424,0.0,C#,0.173,-8.237,Major,0.24,76.669,0.584
Rap,0.616,0.953,171107,0.554,0.000869,C,0.106,-5.12,Major,0.076,101.011,0.457
Rap,0.0403,0.917,224903,0.786,0.0,B,0.195,-4.921,Minor,0.208,143.038,0.441
Rap,0.016,0.657,281080,0.574,8.1e-05,C#,0.172,-9.484,Minor,0.0407,119.992,0.211
Rap,0.203,0.655,232857,0.642,2.3e-05,A,0.11,-6.758,Major,0.0729,83.974,0.208
Rap,0.119,0.851,235046,0.657,0.0,D,0.0743,-5.161,Major,0.0559,94.036,0.644
Rap,0.0454,0.739,260000,0.812,0.0,G#,0.205,-5.89,Major,0.0811,102.018,0.751
Rap,0.763,0.707,275227,0.709,0.0,B,0.274,-3.979,Minor,0.34,89.094,0.501
Rap,0.514,0.846,249707,0.357,0.0,F#,0.389,-10.529,Major,0.0571,100.567,0.608
Rap,0.0809,0.673,154480,0.739,0.0,C#,0.299,-7.358,Major,0.472,86.488,0.86
Rap,0.391,0.665,149320,0.488,0.000647,C,0.0952,-4.711,Minor,0.327,151.582,0.549
Rap,0.59,0.611,377600,0.4,0.174,C,0.109,-10.197,Minor,0.0304,172.662,0.313
Rap,0.105,0.492,261040,0.902,0.0,G#,0.877,-2.715,Minor,0.308,161.219,0.591
Rap,0.00498,0.711,211920,0.7,0.000125,C#,0.215,-4.805,Minor,0.046,128.001,0.801
Rap,0.105,0.863,151275,0.77,0.0,G#,0.0499,-3.832,Minor,0.104,103.932,0.798
Rap,0.267,0.732,172751,0.629,0.0,C,0.118,-4.64,Major,0.286,91.7,0.683
Rap,0.435,0.7,262003,0.742,0.0,G#,0.092,-5.233,Major,0.347,140.172,0.635
Rap,0.09,0.566,241427,0.586,0.0,A,0.0976,-7.444,Minor,0.131,95.032,0.273
Rap,0.167,0.958,271360,0.864,0.0,C#,0.457,-4.895,Major,0.163,114.99,0.439
Rap,0.00216,0.829,261853,0.573,0.00432,F#,0.612,-10.316,Minor,0.224,111.848,0.803
Rap,0.0527,0.66,199333,0.789,0.0,G,0.341,-5.143,Major,0.364,182.218,0.513
Rap,0.000693,0.683,249760,0.648,6.29e-06,G#,0.0693,-7.332,Major,0.188,181.874,0.532
Rap,4.47e-05,0.516,241347,0.966,0.0,G#,0.302,-3.223,Major,0.0765,116.993,0.414
Rap,0.0331,0.694,265366,0.493,2.04e-06,C#,0.431,-8.581,Major,0.373,166.457,0.313
Rap,0.304,0.79,168620,0.663,0.0,G#,0.0892,-8.074,Minor,0.156,130.97,0.919
Rap,0.47,0.735,218200,0.721,0.0,C,0.163,-5.213,Major,0.121,96.959,0.13
Rap,0.0825,0.671,233278,0.833,0.0,F,0.0726,-5.152,Minor,0.395,79.351,0.702
Rap,0.0295,0.73,180867,0.581,1.3e-05,F#,0.106,-5.833,Minor,0.0828,137.98,0.359
Rap,0.359,0.571,131867,0.717,3.12e-06,F#,0.798,-8.333,Major,0.337,87.538,0.879
Rap,0.00279,0.922,237267,0.635,5.3e-06,B,0.0435,-4.763,Minor,0.171,96.994,0.715
Rap,0.279,0.883,197531,0.73,0.00235,C,0.144,-5.296,Major,0.219,145.859,0.34
Rap,0.0705,0.727,208400,0.456,0.0,A,0.124,-7.26,Major,0.285,111.331,0.548
Rap,0.18,0.906,129264,0.382,0.0,A#,0.113,-12.89,Minor,0.269,104.025,0.391
Rap,0.295,0.735,211296,0.639,0.0,F#,0.108,-7.464,Minor,0.247,158.865,0.695
Rap,0.428,0.708,77600,0.309,0.87,F#,0.0843,-19.536,Major,0.144,74.99,0.451
Rap,0.324,0.753,145078,0.679,4.21e-05,F,0.423,-7.092,Minor,0.0349,105.977,0.19
Rap,0.216,0.796,149189,0.495,0.0,A,0.116,-5.506,Major,0.0884,148.02,0.45
Rap,0.132,0.722,226473,0.475,2.12e-06,C#,0.135,-9.633,Major,0.124,159.908,0.443
Rap,0.0301,0.858,160347,0.508,0.0221,B,0.035,-8.732,Minor,0.0668,96.999,0.425
Rap,0.224,0.749,209547,0.735,0.0,A#,0.0703,-5.726,Minor,0.144,109.851,0.475
Rap,0.0777,0.729,314680,0.581,3.81e-06,F,0.696,-8.235,Minor,0.18,74.038,0.508
Rap,0.0143,0.589,286973,0.821,0.0,B,0.112,-4.473,Major,0.111,77.472,0.424
Rap,0.0502,0.571,199987,0.637,0.0,G,0.129,-5.133,Major,0.19,107.938,0.299
Rap,0.0237,0.796,215690,0.718,0.0,C#,0.105,-7.215,Minor,0.277,156.07,0.867
Rap,0.051,0.595,329813,0.773,0.0,F#,0.318,-6.503,Minor,0.101,76.035,0.566
Rap,0.0435,0.376,271947,0.841,0.0,D#,0.578,-4.348,Minor,0.356,76.052,0.463
Rap,0.000761,0.533,205680,0.957,0.00244,F,0.115,-3.526,Major,0.0573,99.079,0.462
Rap,0.425,0.609,241467,0.629,0.0,A#,0.0978,-5.024,Major,0.0264,99.955,0.325
Rap,3.94e-05,0.515,226467,0.95,3.75e-06,D,0.0366,-3.918,Major,0.0526,92.132,0.464
Rap,0.249,0.807,226164,0.689,6.93e-05,A#,0.338,-6.646,Minor,0.207,95.014,0.677
Rap,0.393,0.885,177633,0.805,8.9e-05,F,0.0578,-3.726,Major,0.0541,122.967,0.536
Rap,0.519,0.61,214413,0.641,0.0,A,0.902,-4.352,Minor,0.268,67.413,0.852
Rap,0.116,0.886,191160,0.573,0.0,D,0.277,-7.649,Major,0.32,132.069,0.609
Rap,0.00833,0.844,187840,0.754,3.42e-06,F#,0.0575,-5.46,Major,0.207,100.002,0.961
Rap,0.0195,0.494,298079,0.664,0.0,B,0.109,-5.65,Major,0.231,127.55,0.131
Rap,0.0244,0.789,209413,0.608,0.0,G,0.368,-8.288,Major,0.189,129.958,0.271
Rap,0.0112,0.83,220480,0.65,0.0,G#,0.0938,-5.074,Major,0.116,140.004,0.104
Rap,0.375,0.428,196947,0.419,1.31e-05,E,0.115,-8.976,Major,0.0322,140.396,0.372
Rap,0.00193,0.394,249401,0.771,0.0,D#,0.114,-6.873,Major,0.29,145.947,0.548
Rap,0.087,0.605,226000,0.73,0.00269,E,0.187,-7.871,Major,0.0425,130.025,0.263
Rap,0.101,0.724,213493,0.909,0.0,G#,0.415,-4.349,Major,0.287,91.904,0.558
Rap,0.416,0.626,198253,0.741,0.0,D,0.137,-6.874,Minor,0.0929,87.981,0.208
Rap,0.0856,0.679,223547,0.509,0.0,E,0.438,-7.31,Major,0.0617,144.29,0.534
Rap,0.0922,0.83,207013,0.341,1.76e-06,E,0.113,-10.625,Minor,0.0693,100.001,0.427
Rap,0.0263,0.733,179573,0.742,0.0,C,0.13,-3.65,Major,0.244,87.071,0.899
Rap,0.0012,0.803,296907,0.784,0.000161,B,0.0794,-5.97,Minor,0.198,90.185,0.801
Rap,0.0633,0.646,176040,0.647,0.0,B,0.346,-8.361,Minor,0.168,123.994,0.185
Rap,0.0713,0.629,240480,0.715,0.0,C#,0.569,-7.585,Major,0.496,178.007,0.483
Rap,0.266,0.934,201933,0.798,4.54e-05,C,0.0962,-5.665,Major,0.0849,120.162,0.895
Rap,0.135,0.486,207033,0.63,0.0,B,0.126,-5.809,Minor,0.284,88.032,0.137
Rap,0.00598,0.765,250463,0.867,0.0,E,0.104,-11.523,Minor,0.0654,97.746,0.692
Rap,0.0462,0.75,200492,0.683,1.32e-06,A,0.297,-4.829,Minor,0.12,111.066,0.539
Rap,0.317,0.539,256867,0.424,0.0,B,0.108,-9.361,Major,0.0406,118.071,0.17
Rap,0.193,0.678,307880,0.562,0.0,D#,0.104,-9.197,Minor,0.508,94.241,0.566
Rap,0.148,0.794,251240,0.793,1.21e-06,B,0.284,-3.486,Minor,0.133,85.005,0.284
Rap,0.000264,0.413,218933,0.873,0.0025,G#,0.204,-4.151,Major,0.0535,116.681,0.481
Rap,6.57e-05,0.532,226244,0.889,0.00706,C#,0.0943,-5.474,Major,0.0543,93.994,0.508
Rap,0.0615,0.743,197956,0.784,0.0,F#,0.0892,-4.713,Minor,0.188,136.996,0.928
Rap,0.00866,0.666,219643,0.688,9e-06,C,0.0964,-7.071,Major,0.031,111.02,0.433
Rap,0.369,0.632,196923,0.492,1.1e-05,G#,0.127,-12.431,Major,0.0436,156.001,0.159
Rap,0.0716,0.808,266000,0.647,0.000466,B,0.205,-6.947,Minor,0.166,110.036,0.29
Rap,0.0103,0.542,216933,0.853,0.0,D#,0.108,-6.407,Minor,0.0498,105.256,0.37
Rap,0.0149,0.452,334363,0.85,0.00367,A#,0.153,-2.945,Minor,0.342,79.453,0.554
Rap,0.055,0.602,185360,0.797,0.0,F#,0.187,-5.084,Minor,0.0534,92.928,0.492
Rap,0.168,0.754,298414,0.697,0.0,E,0.117,-6.924,Major,0.151,129.928,0.694
Rap,0.283,0.69,229221,0.545,0.0,A,0.481,-5.979,Minor,0.211,72.346,0.505
Rap,0.242,0.747,138728,0.378,0.0,C,0.163,-10.628,Minor,0.146,77.023,0.176
Rap,0.00906,0.775,207719,0.68,0.0,C,0.109,-5.508,Minor,0.0629,114.025,0.656
Rap,0.00419,0.742,212027,0.599,1.02e-05,G#,0.126,-6.256,Major,0.0465,110.977,0.154
Rap,0.105,0.834,160667,0.633,0.0,F,0.125,-7.669,Minor,0.124,120.056,0.257
Rap,0.52,0.733,182280,0.899,4.08e-05,C#,0.32,-3.102,Major,0.259,166.017,0.792
Rap,0.187,0.707,178411,0.738,0.0,G#,0.337,-6.242,Major,0.296,138.054,0.457
Rap,0.115,0.918,310047,0.885,0.0,C#,0.226,-3.844,Major,0.0666,119.957,0.819
Rap,0.000426,0.391,229867,0.801,0.000208,F#,0.0662,-5.102,Minor,0.0813,146.729,0.341
Rap,0.415,0.824,293267,0.707,0.0,A,0.106,-7.893,Major,0.285,94.708,0.847
Rap,0.0243,0.578,118853,0.631,0.0,A,0.0665,-6.518,Minor,0.309,96.332,0.716
Rap,0.0912,0.719,165747,0.556,1.15e-05,F,0.482,-6.862,Major,0.246,79.94,0.292
Rap,0.342,0.68,192705,0.402,3.02e-06,A#,0.0599,-12.304,Minor,0.336,152.047,0.675
Rap,0.136,0.649,240067,0.632,0.0,B,0.125,-4.167,Major,0.331,179.802,0.768
Rap,3.28e-05,0.476,137231,0.495,0.915,G,0.506,-6.095,Major,0.0242,90.0,0.114
Rap,0.462,0.698,120000,0.183,0.000424,G#,0.335,-20.188,Major,0.299,143.96,0.244
Rap,0.263,0.558,203960,0.766,0.0,F#,0.32,-5.953,Minor,0.231,96.281,0.182
Rap,0.239,0.663,207560,0.611,0.0,C,0.181,-8.287,Major,0.301,116.947,0.337
Rap,0.00961,0.742,241573,0.788,0.105,C#,0.0864,-9.197,Major,0.31,85.835,0.848
Rap,0.166,0.607,245333,0.713,0.0,F,0.769,-6.206,Major,0.243,134.994,0.482
Rap,0.123,0.756,153840,0.625,0.0,D,0.16,-5.523,Major,0.232,160.2,0.544
Rap,0.000897,0.879,288364,0.41,2.09e-05,G#,0.108,-9.233,Major,0.551,80.011,0.0703
Rap,0.0625,0.78,131761,0.661,0.0,C#,0.169,-3.028,Major,0.249,148.071,0.325
Rap,0.418,0.71,194029,0.68,0.0,C,0.254,-4.688,Major,0.0866,130.054,0.35
Rap,0.0181,0.802,185806,0.489,0.0,F,0.0857,-8.12,Minor,0.128,155.021,0.613
Rap,0.264,0.633,256080,0.576,3.37e-05,F#,0.127,-7.837,Major,0.0522,119.799,0.296
Rap,0.184,0.902,236907,0.614,0.000742,E,0.0867,-6.529,Minor,0.289,94.069,0.862
Rap,0.0671,0.494,202515,0.802,0.0,E,0.176,-5.08,Minor,0.412,96.703,0.453
Rap,0.373,0.755,174857,0.649,0.0,C#,0.0654,-6.421,Major,0.0405,139.924,0.622
