genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Jazz,0.703,0.59,344760,0.616,0.00351,F#,0.469,-9.098,Major,0.0472,82.104,0.731
Jazz,0.108,0.665,180760,0.732,0.0,C#,0.107,-5.981,Minor,0.111,90.007,0.604
Jazz,0.00434,0.599,173617,0.763,0.878,G,0.312,-6.16,Major,0.0392,94.07,0.253
Jazz,0.734,0.489,281760,0.805,0.00207,D,0.122,-6.704,Major,0.0574,108.113,0.455
Jazz,0.115,0.412,512387,0.842,0.0133,E,0.0738,-6.826,Minor,0.0763,132.534,0.382
Jazz,0.0543,0.712,262507,0.757,0.000405,D,0.201,-10.045,Major,0.0352,120.165,0.729
Jazz,0.304,0.382,538173,0.433,0.639,F#,0.131,-18.086,Major,0.102,196.099,0.0712
Jazz,0.103,0.534,222945,0.897,0.737,E,0.082,-5.443,Major,0.0483,159.507,0.856
Jazz,0.813,0.485,353040,0.157,1.25e-06,G#,0.135,-17.984,Major,0.0452,114.897,0.237
Jazz,0.599,0.558,393622,0.658,0.928,B,0.657,-9.023,Minor,0.0373,75.012,0.175
Jazz,0.00385,0.6,202000,0.697,0.877,A,0.15,-6.453,Minor,0.0617,96.035,0.294
Jazz,0.8,0.67,225053,0.306,1.18e-06,D,0.0829,-11.032,Major,0.0366,139.949,0.61
Jazz,0.708,0.632,300667,0.704,2.93e-05,C,0.935,-8.534,Minor,0.0691,98.41,0.953
Jazz,0.484,0.623,299067,0.66,0.918,A#,0.0631,-9.175,Minor,0.0376,110.221,0.562
Jazz,0.98,0.411,389773,0.0681,0.949,F#,0.0971,-17.935,Minor,0.0332,101.996,0.057
Jazz,0.00762,0.799,210720,0.438,0.837,D#,0.286,-9.87,Major,0.0536,95.456,0.867
Jazz,0.0412,0.562,356040,0.527,0.698,G,0.0408,-14.128,Minor,0.0295,94.011,0.743
Jazz,0.871,0.323,277694,0.307,0.914,F,0.106,-16.589,Major,0.0319,86.826,0.293
Jazz,0.0851,0.309,810322,0.838,0.63,D,0.143,-8.134,Major,0.132,115.26,0.391
Jazz,0.865,0.605,178440,0.112,0.0,C,0.123,-12.091,Minor,0.11,87.303,0.467
Jazz,0.202,0.61,300507,0.562,0.00597,A#,0.155,-6.025,Minor,0.0399,178.029,0.493
Jazz,0.781,0.95,193267,0.381,0.000904,G,0.101,-12.053,Major,0.0533,114.042,0.749
Jazz,9.85e-05,0.295,513560,0.874,0.0266,D#,0.173,-7.054,Minor,0.0578,112.565,0.159
Jazz,0.499,0.549,158533,0.508,0.065,F,0.262,-12.054,Major,0.066,103.846,0.567
Jazz,0.897,0.487,440513,0.259,0.778,D,0.0957,-12.391,Minor,0.0386,111.218,0.108
Jazz,0.624,0.583,567721,0.496,0.898,E,0.699,-11.843,Minor,0.0407,109.53,0.861
Jazz,0.36,0.669,122740,0.366,0.845,F#,0.0828,-11.693,Major,0.0482,82.05,0.225
Jazz,0.507,0.449,211827,0.422,0.00885,B,0.103,-8.223,Major,0.0316,114.44,0.117
Jazz,0.00464,0.602,284947,0.695,0.43,A,0.0888,-6.926,Minor,0.0281,103.002,0.733
Jazz,0.0337,0.825,201412,0.635,0.0237,C,0.129,-6.629,Major,0.039,120.995,0.503
Jazz,0.994,0.369,309667,0.0151,0.93,G,0.0829,-29.499,Major,0.0458,78.869,0.126
Jazz,0.308,0.275,171818,0.818,2.32e-05,A,0.432,-9.643,Major,0.418,176.274,0.54
Jazz,0.41,0.754,261240,0.693,0.041,E,0.0623,-5.79,Minor,0.0279,108.012,0.965
Jazz,0.703,0.638,586400,0.186,0.00103,G#,0.118,-15.831,Major,0.0347,128.372,0.498
Jazz,0.492,0.573,346867,0.653,0.0,A#,0.758,-9.239,Minor,0.116,104.087,0.528
Jazz,0.0511,0.546,244426,0.48,0.0,D,0.0843,-10.044,Major,0.0311,121.985,0.158
Jazz,0.276,0.731,299067,0.617,0.0142,G,0.134,-11.644,Minor,0.0529,90.94,0.765
Jazz,0.228,0.736,271373,0.405,0.00961,F,0.108,-16.561,Minor,0.316,180.496,0.854
Jazz,0.617,0.652,256507,0.69,0.731,G,0.12,-8.627,Minor,0.0543,167.743,0.809
Jazz,0.968,0.639,204267,0.193,0.00162,D#,0.111,-12.132,Minor,0.0621,95.139,0.405
Jazz,0.161,0.777,303320,0.554,0.321,C,0.111,-10.372,Minor,0.0336,139.967,0.683
Jazz,0.722,0.314,248388,0.418,6.59e-06,C#,0.105,-7.855,Minor,0.0356,147.909,0.307
Jazz,0.919,0.26,214293,0.319,0.00498,G#,0.193,-11.264,Major,0.0316,87.727,0.194
Jazz,0.23,0.717,350476,0.971,0.348,G,0.113,-4.28,Major,0.0574,126.001,0.761
Jazz,0.167,0.569,574733,0.491,0.03,F,0.154,-12.014,Minor,0.0353,180.054,0.735
Jazz,0.284,0.836,306907,0.5,0.7,C,0.107,-14.837,Minor,0.0326,126.018,0.803
Jazz,0.266,0.7,297080,0.766,0.591,C#,0.0692,-9.885,Major,0.0463,89.975,0.95
Jazz,0.995,0.4,323733,0.0428,0.948,C,0.106,-24.341,Minor,0.0479,90.708,0.151
Jazz,0.566,0.637,308733,0.666,2.32e-06,B,0.0642,-9.904,Minor,0.0366,176.07,0.896
Jazz,0.97,0.723,161493,0.0884,0.918,E,0.111,-15.575,Major,0.0568,112.368,0.229
Jazz,0.987,0.524,276427,0.0528,0.00057,F#,0.0849,-14.706,Major,0.049,129.029,0.288
Jazz,0.996,0.598,196333,0.191,0.00193,F,0.254,-13.68,Major,0.0587,108.122,0.655
Jazz,0.992,0.428,169872,0.431,0.967,C,0.112,-16.777,Major,0.115,88.367,0.0766
Jazz,0.934,0.73,167373,0.205,3.94e-05,G,0.11,-13.293,Major,0.0508,135.589,0.721
Jazz,0.00944,0.668,147692,0.715,0.898,G,0.0873,-8.869,Minor,0.0322,90.99,0.837
Jazz,0.945,0.308,151293,0.195,9.55e-05,C,0.119,-13.039,Major,0.0334,160.61,0.258
Jazz,0.0311,0.327,273067,0.411,0.133,G#,0.133,-13.312,Major,0.0405,177.596,0.333
Jazz,0.924,0.369,164067,0.152,0.0266,A#,0.108,-13.743,Major,0.0341,86.626,0.17
Jazz,0.937,0.687,166000,0.53,0.76,D,0.121,-10.713,Major,0.0324,140.749,0.827
Jazz,0.576,0.709,145973,0.37,3.54e-06,F,0.262,-11.156,Minor,0.071,106.046,0.635
Jazz,0.0173,0.83,284733,0.559,4.85e-05,A#,0.189,-14.609,Minor,0.132,109.34,0.877
Jazz,0.864,0.377,172027,0.209,0.0,F,0.282,-12.585,Minor,0.0329,175.8,0.536
Jazz,0.153,0.719,201320,0.658,0.637,G,0.0764,-9.319,Major,0.0666,162.37,0.812
Jazz,0.00207,0.775,176000,0.756,0.714,C#,0.274,-5.471,Major,0.104,89.968,0.706
Jazz,0.868,0.202,200093,0.206,0.00583,A#,0.0899,-14.228,Major,0.0313,87.579,0.101
Jazz,0.243,0.828,126720,0.13,0.725,G,0.0976,-10.783,Major,0.274,80.011,0.395
Jazz,0.695,0.244,203267,0.233,0.00059,A,0.282,-16.583,Minor,0.0413,78.088,0.262
Jazz,0.0199,0.624,273387,0.395,0.889,A#,0.119,-11.717,Minor,0.0423,75.013,0.719
Jazz,0.089,0.696,391510,0.583,0.761,B,0.107,-8.138,Minor,0.0854,102.996,0.66
Jazz,0.622,0.787,306000,0.634,0.389,G,0.0996,-9.072,Major,0.118,91.0,0.407
Jazz,0.754,0.707,246747,0.603,5.72e-06,F,0.138,-6.665,Minor,0.0279,107.516,0.871
Jazz,0.985,0.702,200320,0.449,0.0,C#,0.362,-10.062,Major,0.383,108.889,0.655
Jazz,0.883,0.362,180133,0.178,0.0,B,0.513,-9.6,Minor,0.0322,91.243,0.248
Jazz,0.0244,0.698,339840,0.584,0.665,A#,0.05,-8.291,Minor,0.0389,106.021,0.786
Jazz,0.609,0.676,393507,0.427,2.88e-05,D,0.942,-9.895,Major,0.0869,92.746,0.728
Jazz,0.264,0.641,258800,0.89,3.08e-05,E,0.104,-5.08,Minor,0.0462,98.699,0.905
Jazz,0.0507,0.591,405013,0.559,0.333,G,0.129,-10.384,Major,0.0332,136.476,0.616
Jazz,0.0143,0.766,184133,0.439,0.0133,D,0.101,-12.192,Minor,0.0387,105.611,0.967
Jazz,0.983,0.492,217760,0.0172,0.73,C,0.107,-21.041,Major,0.103,176.515,0.17
Jazz,0.266,0.364,300996,0.663,0.839,B,0.109,-6.017,Major,0.0446,162.411,0.289
Jazz,0.0657,0.74,214113,0.762,0.0,F,0.182,-5.172,Minor,0.158,115.085,0.829
Jazz,0.00706,0.809,154000,0.549,0.909,G,0.141,-8.427,Major,0.0454,88.994,0.229
Jazz,0.952,0.576,151000,0.347,0.828,G#,0.927,-14.14,Major,0.172,107.96,0.709
Jazz,0.775,0.476,113348,0.451,0.894,G#,0.102,-14.169,Major,0.289,74.976,0.254
Jazz,0.816,0.73,244613,0.626,0.795,G,0.123,-11.021,Minor,0.0299,115.954,0.757
Jazz,0.633,0.613,274693,0.55,0.0,G,0.319,-8.397,Minor,0.0335,100.738,0.716
Jazz,0.943,0.541,180760,0.12,0.843,B,0.106,-19.917,Minor,0.0683,131.815,0.53
Jazz,0.482,0.787,206842,0.552,0.525,D#,0.121,-5.444,Major,0.0334,114.021,0.317
Jazz,0.803,0.226,297707,0.275,0.000789,G,0.353,-10.161,Major,0.0309,98.292,0.192
Jazz,0.413,0.667,316453,0.525,0.0437,C#,0.144,-9.698,Major,0.0467,162.528,0.431
Jazz,0.738,0.452,408733,0.429,0.422,C,0.103,-12.671,Major,0.0278,128.058,0.563
Jazz,0.959,0.584,145267,0.185,0.0072,G,0.105,-13.986,Major,0.035,127.151,0.376
Jazz,0.404,0.726,323120,0.659,0.884,E,0.17,-6.65,Minor,0.0329,94.991,0.641
Jazz,0.155,0.722,334627,0.532,0.0333,G#,0.0581,-14.183,Major,0.0329,128.532,0.755
Jazz,0.771,0.74,340960,0.361,0.859,F,0.128,-11.896,Major,0.0337,123.983,0.491
Jazz,0.0863,0.711,274286,0.459,0.484,A,0.11,-9.35,Minor,0.0559,76.974,0.589
Jazz,0.692,0.464,315539,0.572,0.93,C#,0.392,-8.594,Minor,0.0673,112.136,0.578
Jazz,0.985,0.255,501013,0.247,0.919,F#,0.105,-17.532,Major,0.041,169.539,0.14
Jazz,0.53,0.617,143507,0.497,0.00662,F,0.0767,-14.132,Major,0.0471,105.943,0.809
Jazz,0.0611,0.752,271488,0.79,0.793,G,0.295,-6.675,Minor,0.0396,101.998,0.841
Jazz,0.0566,0.788,189678,0.409,0.257,B,0.116,-9.666,Minor,0.149,92.89,0.281
Jazz,0.465,0.663,286867,0.738,0.461,D,0.0752,-5.204,Minor,0.0362,127.946,0.47
Jazz,0.939,0.248,400560,0.133,0.403,A#,0.295,-18.583,Major,0.0323,92.333,0.0572
Jazz,0.396,0.598,266067,0.368,0.0161,G#,0.108,-10.48,Major,0.0362,136.506,0.643
Jazz,0.0208,0.667,408000,0.585,0.687,F#,0.385,-8.091,Minor,0.0327,89.982,0.296
Jazz,0.00666,0.736,301733,0.875,4.54e-06,C#,0.151,-5.841,Major,0.0333,128.01,0.85
Jazz,0.0177,0.537,218813,0.816,0.0,D,0.0488,-5.303,Major,0.0468,170.876,0.525
Jazz,0.747,0.744,234189,0.182,0.82,G,0.119,-15.819,Major,0.043,108.447,0.487
Jazz,0.304,0.434,260040,0.36,0.0,F,0.0967,-9.781,Major,0.0311,82.113,0.122
Jazz,0.0711,0.635,285893,0.411,0.0,F,0.104,-13.679,Major,0.0376,103.857,0.465
Jazz,0.913,0.396,411667,0.16,0.452,D,0.689,-23.421,Major,0.0522,138.737,0.113
Jazz,0.625,0.671,261893,0.694,0.0,G,0.237,-2.876,Minor,0.0335,93.799,0.89
Jazz,0.102,0.751,278173,0.871,0.465,C,0.318,-5.755,Major,0.0366,116.02,0.794
Jazz,0.979,0.577,378785,0.114,0.74,C#,0.324,-18.804,Major,0.0596,67.243,0.313
Jazz,0.694,0.651,210000,0.347,0.0249,C,0.11,-9.175,Major,0.0341,75.978,0.533
Jazz,0.898,0.459,221133,0.109,4.75e-06,C,0.129,-12.55,Major,0.0331,76.5,0.247
Jazz,0.408,0.653,218120,0.437,0.00523,C,0.116,-11.795,Major,0.0736,131.098,0.622
Jazz,0.795,0.474,333760,0.37,0.0178,G#,0.106,-14.223,Major,0.0448,93.01,0.53
Jazz,0.925,0.535,358200,0.118,0.00198,C,0.118,-15.496,Minor,0.0442,69.976,0.248
Jazz,0.532,0.71,280173,0.793,0.000204,C,0.163,-3.501,Major,0.039,97.173,0.955
Jazz,0.971,0.462,386987,0.201,0.907,C#,0.118,-13.062,Major,0.0364,93.985,0.14
Jazz,0.0682,0.861,222107,0.726,0.00013,F#,0.0922,-12.759,Major,0.0743,118.005,0.898
Jazz,0.432,0.616,296093,0.34,0.0593,G,0.112,-11.831,Major,0.0261,61.923,0.215
Jazz,0.302,0.63,340160,0.436,0.00019,A#,0.117,-12.507,Minor,0.0426,169.142,0.601
Jazz,0.967,0.499,170000,0.0846,4.27e-06,G,0.122,-19.736,Major,0.0325,105.913,0.192
Jazz,0.68,0.558,225627,0.449,0.000554,F,0.291,-13.666,Minor,0.0324,80.41,0.745
Jazz,0.0641,0.797,220986,0.521,0.399,C,0.12,-8.5,Major,0.0394,132.118,0.633
Jazz,0.277,0.662,194667,0.939,0.338,C#,0.849,-7.513,Minor,0.21,90.011,0.405
Jazz,0.504,0.714,228800,0.182,0.535,F,0.134,-21.37,Minor,0.0743,79.945,0.396
Jazz,0.00605,0.307,395707,0.547,0.00811,F,0.0775,-10.286,Minor,0.032,97.617,0.579
Jazz,0.00727,0.613,258573,0.762,0.0,B,0.188,-4.679,Major,0.0359,149.225,0.743
Jazz,0.0246,0.764,330360,0.629,0.534,C,0.132,-7.157,Major,0.0272,108.0,0.455
Jazz,0.064,0.677,201173,0.397,0.121,F,0.0961,-15.44,Minor,0.0458,105.504,0.265
Jazz,0.332,0.819,172121,0.871,0.00296,A,0.0994,-4.166,Major,0.142,128.004,0.822
Jazz,0.915,0.36,456480,0.101,0.495,D,0.101,-19.437,Major,0.0352,172.493,0.166
Jazz,0.953,0.171,229863,0.359,0.759,E,0.153,-18.205,Major,0.153,66.631,0.0721
Jazz,0.122,0.839,218000,0.864,0.486,F,0.0781,-6.199,Minor,0.0471,120.053,0.942
Jazz,0.459,0.855,245358,0.541,0.942,F,0.267,-9.579,Minor,0.0783,153.993,0.962
Jazz,0.011,0.431,266671,0.906,0.0,G#,0.0679,-3.285,Major,0.331,179.615,0.755
Jazz,0.625,0.725,450631,0.678,1.02e-05,A,0.533,-8.2,Minor,0.0481,102.553,0.887
Jazz,0.269,0.622,123760,0.281,0.849,A#,0.108,-18.352,Major,0.057,125.028,0.332
Jazz,0.0497,0.677,85449,0.211,0.898,D,0.0993,-12.762,Major,0.0335,84.293,0.562
Jazz,0.00646,0.746,222040,0.517,0.945,B,0.063,-6.384,Minor,0.0519,93.905,0.929
Jazz,0.626,0.509,265173,0.82,1.19e-05,A,0.333,-4.087,Major,0.173,63.068,0.953
Jazz,0.759,0.634,214213,0.676,0.0,A#,0.323,-4.586,Major,0.0475,164.666,0.966
Jazz,0.768,0.64,221413,0.154,0.0,F#,0.0551,-14.05,Minor,0.042,126.045,0.481
Jazz,0.322,0.671,200224,0.79,0.86,A,0.137,-6.028,Minor,0.0306,82.449,0.966
Jazz,0.38,0.663,172548,0.632,0.00356,C,0.0993,-8.048,Minor,0.0626,172.951,0.596
Jazz,0.837,0.568,170547,0.423,0.0,C,0.144,-8.453,Major,0.0859,93.964,0.516
Jazz,0.26,0.461,201023,0.231,0.872,A,0.218,-8.386,Major,0.289,239.848,0.332
Jazz,0.798,0.728,220645,0.323,0.401,C#,0.114,-14.1,Minor,0.156,93.024,0.681
Jazz,0.992,0.5,549267,0.0475,0.569,G#,0.128,-18.909,Major,0.0931,94.471,0.0464
Jazz,0.308,0.684,235543,0.806,0.311,C,0.239,-8.656,Major,0.0307,94.731,0.961
Jazz,0.416,0.699,247239,0.527,0.0138,F,0.117,-8.071,Major,0.0281,107.983,0.481
Jazz,0.818,0.562,102078,0.377,0.792,C#,0.116,-14.323,Major,0.427,72.807,0.12
Jazz,0.339,0.413,327373,0.558,0.0557,F,0.0671,-7.822,Major,0.0308,58.498,0.194
Jazz,0.764,0.536,312293,0.622,0.598,C,0.101,-9.584,Minor,0.0313,83.895,0.619
Jazz,0.956,0.317,163707,0.0186,1.9e-06,D#,0.12,-23.65,Minor,0.0363,78.325,0.117
Jazz,0.896,0.684,68635,0.371,0.944,G#,0.0999,-9.73,Major,0.0826,83.962,0.79
Jazz,0.912,0.543,61388,0.633,0.683,C,0.1,-6.757,Major,0.488,94.892,0.188
Jazz,0.842,0.324,460613,0.153,0.975,B,0.108,-20.82,Major,0.0386,107.901,0.0367
Jazz,2.96e-05,0.279,347187,0.966,0.929,F,0.436,-6.293,Major,0.0578,104.988,0.0711
Jazz,0.194,0.715,157466,0.685,0.0926,A,0.511,-6.381,Minor,0.0428,92.849,0.298
Jazz,0.00312,0.717,253333,0.81,0.000449,E,0.0654,-10.259,Major,0.0692,101.421,0.735
Jazz,0.239,0.715,167267,0.534,0.876,D,0.08,-10.054,Major,0.0661,104.981,0.363
Jazz,0.895,0.493,192421,0.0726,0.00176,C,0.105,-19.821,Major,0.0367,95.87,0.234
Jazz,0.454,0.623,273036,0.673,0.455,B,0.181,-6.92,Minor,0.0358,89.031,0.63
Jazz,0.191,0.757,261603,0.568,1.11e-06,G,0.172,-6.755,Major,0.0264,101.98,0.643
Jazz,0.38,0.676,250600,0.751,0.0,E,0.102,-6.985,Minor,0.0845,89.041,0.758
Jazz,0.946,0.811,145027,0.242,0.000399,G,0.127,-12.968,Major,0.0407,124.792,0.372
Jazz,0.8,0.445,162125,0.0326,0.805,D,0.109,-10.979,Major,0.138,77.032,0.359
Jazz,0.849,0.494,220760,0.341,0.0,C,0.323,-11.217,Major,0.128,156.125,0.594
Jazz,0.984,0.539,247000,0.124,0.837,D#,0.0841,-7.983,Major,0.0397,90.442,0.417
Jazz,0.0291,0.691,192387,0.89,0.585,C#,0.0878,-6.516,Major,0.0349,125.983,0.651
Jazz,0.0547,0.556,550867,0.416,0.495,F#,0.0961,-5.526,Major,0.0291,89.74,0.448
Jazz,0.984,0.579,212600,0.0448,0.828,C#,0.108,-18.66,Major,0.0701,68.489,0.235
Jazz,0.24,0.389,256041,0.52,0.00467,C,0.337,-8.114,Major,0.0332,134.329,0.654
Jazz,0.204,0.713,250400,0.633,0.015,G,0.0855,-9.275,Minor,0.0316,92.983,0.809
Jazz,0.66,0.579,237853,0.447,0.863,A,0.234,-11.226,Major,0.0357,139.135,0.438
Jazz,0.186,0.828,207293,0.951,3.9e-05,C,0.115,-5.578,Major,0.215,120.031,0.655
Jazz,0.0522,0.41,242000,0.67,0.869,G,0.159,-9.418,Major,0.146,119.975,0.179
Jazz,0.992,0.368,188067,0.072,0.352,D,0.0852,-17.554,Major,0.0329,72.862,0.218
Jazz,0.437,0.568,603413,0.543,0.0133,C,0.107,-10.975,Minor,0.038,124.001,0.544
Jazz,0.791,0.676,212213,0.35,0.0721,C,0.111,-13.425,Major,0.0434,112.852,0.261
Jazz,0.314,0.776,128773,0.464,1.09e-05,A#,0.0793,-10.669,Major,0.0379,112.508,0.818
Jazz,0.443,0.884,263500,0.604,0.196,A,0.0833,-7.44,Minor,0.0308,114.007,0.955
Jazz,0.271,0.453,244240,0.655,0.0,F,0.118,-7.709,Minor,0.302,106.222,0.492
Jazz,0.683,0.544,162560,0.453,0.000527,F,0.195,-12.206,Major,0.0496,92.844,0.365
Jazz,0.753,0.714,176560,0.498,0.000463,D,0.0816,-8.154,Minor,0.0545,92.71,0.723
Jazz,0.186,0.451,553467,0.846,0.862,F,0.0873,-13.099,Minor,0.0389,112.107,0.18
Jazz,0.611,0.56,210061,0.381,0.000547,A,0.14,-13.76,Minor,0.042,84.849,0.617
Jazz,0.00386,0.551,306133,0.727,0.076,C#,0.683,-10.322,Major,0.0884,132.025,0.79
Jazz,0.0915,0.512,183814,0.493,4.13e-06,G,0.0666,-8.956,Minor,0.0602,97.994,0.0437
Jazz,0.13,0.72,114701,0.467,0.959,A,0.113,-10.303,Major,0.0821,85.996,0.357
Jazz,4.8e-05,0.28,168000,0.961,0.249,D,0.25,-7.31,Major,0.154,115.342,0.0807
Classical,1.02e-05,0.462,347373,0.966,1.33e-05,G,0.112,-4.302,Major,0.108,95.029,0.351
Classical,0.915,0.201,715667,0.118,0.699,C#,0.379,-21.228,Major,0.0434,123.548,0.064
Classical,0.963,0.16,178120,0.00783,0.676,C#,0.139,-23.233,Major,0.0475,93.624,0.0392
Classical,0.918,0.482,37585,0.0955,0.0,G#,0.192,-24.669,Minor,0.0765,136.889,0.802
Classical,0.796,0.354,670280,0.604,0.814,E,0.362,-10.493,Minor,0.0566,94.38,0.668
Classical,0.912,0.118,246722,0.251,0.0675,G,0.113,-15.9,Major,0.034,78.461,0.111
Classical,0.894,0.186,579627,0.112,0.883,G#,0.141,-21.89,Major,0.0426,115.664,0.0342
Classical,0.955,0.253,274960,0.165,0.444,E,0.11,-23.29,Minor,0.0554,72.925,0.0676
Classical,0.922,0.394,371427,0.0871,0.359,F,0.417,-19.756,Major,0.0436,134.129,0.235
Classical,0.0166,0.292,230950,0.987,5.05e-06,G,0.0883,-4.46,Minor,0.139,155.367,0.353
Classical,7.08e-05,0.347,433507,0.936,0.539,C,0.534,-5.142,Major,0.151,169.903,0.181
Classical,0.99,0.395,471840,0.0997,0.892,F,0.0877,-23.579,Major,0.0433,127.275,0.0312
Classical,0.992,0.252,282827,0.0745,0.896,D#,0.134,-21.836,Major,0.0388,175.129,0.11
Classical,0.887,0.181,163453,0.157,0.95,F#,0.17,-19.318,Major,0.0391,82.378,0.162
Classical,0.987,0.337,265292,0.0917,0.00664,C#,0.0891,-23.543,Minor,0.0411,79.419,0.24
Classical,0.974,0.36,189213,0.27,0.097,G,0.21,-19.325,Major,0.0424,104.776,0.146
Classical,0.996,0.212,291880,0.0458,0.845,F,0.11,-13.128,Major,0.0431,76.854,0.247
Classical,0.981,0.129,225720,0.0465,0.325,D,0.0939,-22.486,Major,0.0359,83.167,0.105
Classical,0.00687,0.198,257667,0.826,9.93e-05,D#,0.84,-7.191,Minor,0.0831,82.542,0.156
Classical,0.000333,0.477,280213,0.859,0.000155,C,0.265,-8.625,Major,0.0387,91.009,0.629
Classical,0.983,0.238,98320,0.0414,0.742,G,0.0989,-25.18,Major,0.0452,167.186,0.325
Classical,0.808,0.467,258600,0.244,0.852,D,0.0225,-17.898,Major,0.275,161.593,0.0725
Classical,0.952,0.306,149373,0.193,0.93,A,0.113,-22.534,Minor,0.0483,92.177,0.216
Classical,0.935,0.399,543200,0.121,0.628,D,0.108,-16.978,Minor,0.0406,91.07,0.209
Classical,0.942,0.134,561000,0.034,0.556,G#,0.0842,-20.798,Major,0.0391,170.683,0.0476
Classical,0.989,0.388,203160,0.00484,0.881,A,0.0588,-32.45,Minor,0.0416,132.89,0.0689
Classical,0.973,0.456,210680,0.456,0.353,B,0.186,-16.055,Minor,0.0535,144.489,0.974
Classical,0.981,0.295,505813,0.125,0.831,A,0.654,-26.262,Major,0.0388,136.144,0.251
Classical,0.182,0.573,208560,0.722,0.0,F,0.29,-6.518,Major,0.0295,144.209,0.59
Classical,0.942,0.332,1059413,0.0789,0.555,C,0.0978,-24.9,Major,0.0441,125.661,0.177
Classical,0.769,0.101,223787,0.115,0.891,F,0.406,-17.553,Major,0.0392,84.976,0.0374
Classical,0.992,0.126,335973,0.0575,0.907,G,0.133,-30.823,Major,0.0595,61.871,0.223
Classical,0.982,0.42,214607,0.0743,0.941,A,0.102,-24.735,Minor,0.0451,107.847,0.138
Classical,0.843,0.314,752267,0.104,0.241,A,0.296,-20.155,Major,0.0391,102.541,0.0669
Classical,0.978,0.442,306733,0.22,5.7e-05,C,0.22,-16.62,Minor,0.0878,167.137,0.695
Classical,0.98,0.286,283680,0.242,0.866,C#,0.0913,-18.159,Major,0.0398,140.481,0.0487
Classical,0.962,0.119,218960,0.00909,0.752,G#,0.11,-33.499,Major,0.0481,69.135,0.0377
Classical,0.982,0.618,128683,0.155,2.96e-06,D#,0.696,-16.459,Minor,0.215,70.835,0.378
Classical,0.99,0.179,227560,0.00603,0.923,E,0.0615,-38.045,Major,0.0365,66.669,0.143
Classical,0.861,0.25,568733,0.021,0.0356,E,0.249,-25.008,Minor,0.0385,123.736,0.0397
Classical,0.0179,0.549,274373,0.984,2.46e-06,G,0.912,-3.221,Minor,0.0808,122.925,0.471
Classical,0.336,0.467,182973,0.554,1.16e-05,D,0.0629,-10.12,Minor,0.033,140.345,0.552
Classical,0.987,0.327,142947,0.103,0.872,D,0.071,-23.149,Major,0.0432,146.073,0.614
Classical,0.399,0.113,389653,0.252,0.845,A,0.13,-17.092,Minor,0.0381,93.902,0.0382
Classical,0.983,0.396,204427,0.315,0.89,A,0.0915,-17.305,Major,0.0322,141.558,0.65
Classical,0.98,0.319,448187,0.315,0.916,C,0.129,-13.957,Minor,0.0487,93.658,0.165
Classical,0.96,0.21,1237280,0.413,0.804,D,0.112,-15.782,Minor,0.0336,83.923,0.22
Classical,0.961,0.135,263960,0.00898,0.894,E,0.0997,-27.593,Major,0.0424,99.476,0.0381
Classical,0.991,0.297,557120,0.012,0.96,B,0.104,-27.352,Major,0.0419,79.093,0.108
Classical,0.861,0.294,221646,0.382,3.02e-06,D#,0.595,-8.675,Major,0.0299,100.09,0.227
Classical,0.965,0.402,527386,0.114,0.498,A,0.0464,-20.864,Major,0.0465,123.984,0.214
Classical,0.934,0.344,273184,0.0719,0.903,A,0.0469,-17.108,Major,0.0371,64.02,0.131
Classical,0.933,0.498,159653,0.282,0.8,C,0.22,-16.171,Major,0.0353,99.976,0.319
Classical,0.000323,0.515,253493,0.937,0.000136,C#,0.257,-4.188,Major,0.0406,133.959,0.581
Classical,0.951,0.272,743187,0.181,0.892,B,0.0896,-18.044,Minor,0.0402,113.575,0.114
Classical,0.988,0.0709,285627,0.0255,0.898,F,0.098,-22.677,Major,0.0414,77.388,0.0396
Classical,0.917,0.441,38107,0.0469,0.0,F,0.129,-26.481,Minor,0.0674,75.199,0.373
Classical,0.981,0.093,274000,0.0327,0.946,E,0.334,-30.252,Major,0.0384,86.577,0.11
Classical,0.000989,0.487,222133,0.832,0.725,D,0.543,-10.831,Major,0.13,140.639,0.483
Classical,0.947,0.0849,180640,0.209,0.853,E,0.149,-19.25,Minor,0.0441,78.378,0.0411
Classical,0.989,0.246,578400,0.116,0.899,G,0.0827,-21.03,Minor,0.0465,62.395,0.0434
Classical,0.977,0.298,205067,0.055,0.83,C,0.471,-16.98,Major,0.0383,103.032,0.0387
Classical,0.935,0.193,183333,0.095,0.277,E,0.109,-23.482,Major,0.0468,107.44,0.0419
Classical,0.994,0.26,238000,0.00428,0.886,D,0.0596,-39.246,Minor,0.051,69.518,0.193
Classical,0.887,0.227,178373,0.0437,0.128,C#,0.358,-20.433,Major,0.0398,102.224,0.0686
Classical,0.947,0.127,226187,0.108,0.864,A#,0.0898,-19.435,Major,0.0397,77.392,0.0431
Classical,0.992,0.139,299800,0.0302,0.921,F,0.093,-29.278,Major,0.041,77.115,0.0581
Classical,0.995,0.333,181446,0.223,0.874,C,0.0955,-18.798,Major,0.0406,115.751,0.432
Classical,0.831,0.479,146893,0.145,0.0,G,0.0894,-20.203,Major,0.0362,138.094,0.493
Classical,0.987,0.253,149613,0.083,0.88,C,0.133,-24.371,Minor,0.0438,73.318,0.327
